id,nome_completo,cpf,rg,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,numero_cartao,score_credito,tempo_cliente,data_cadastro
171,Bruna Caldeira,815***.***-68,36045821X,y***@example.com,***-****-1429,"Setor Pietro Ramos
Corumbiara
87885985 Pastor / RO",da Luz do Norte,Distrito Federal,57474-170,1989-05-22,36,Representante comercial,da Mota - EI,35478,1.53,105.1,44.9,61378,4413743220734,620,13,2025-07-24 08:14:19
172,Mirella Jesus,183***.***-98,064587320,h***@example.net,***-****-0328,"Viaduto Barbosa, 67
Colégio Batista
02846-449 Barbosa / AC",Moura,Ceará,19461-390,1967-09-08,58,Biomédico,Teixeira - ME,35337,1.73,77.4,25.9,75516,676393118069,342,7,2022-01-04 18:04:14
173,Paulo Montenegro,256***.***-03,801526474,n***@example.org,***-****-7557,"Viaduto Pedro Miguel Cassiano, 39
Jardim Guanabara
53638-577 Alves / SP",Leão,Ceará,10769793,1991-09-22,34,Eletricista de automóveis,Pastor,36473,1.79,72.9,22.8,22727,676358096680,730,18,2022-08-25 06:51:49
174,Sra. Fernanda Rezende,021***.***-80,374152809,d***@example.com,***-****-7919,"Setor de da Paz
Vila Nova Gameleira 3ª Seção
67179-966 Costa Grande / PR",Barros de Abreu,Tocantins,55098-803,1951-03-08,74,Windsurfer,Câmara,38345,1.93,96.8,26.0,63863,30372930004970,644,16,2021-11-01 17:46:26
175,Elisa Silva,286***.***-95,761345206,o***@example.com,***-****-2419,"Fazenda Isaque da Cruz, 68
Vila Nova Dos Milionarios
13936924 Pimenta / MT",Carvalho,Mato Grosso do Sul,60837399,1989-01-23,36,Cirurgião dentista,Garcia,22737,1.75,73.1,23.9,15867,4604022439797222,726,8,2023-08-27 01:11:49
176,Rodrigo Novais,408***.***-60,371825404,b***@example.org,***-****-7663,"Praia de Leão, 5
Vila Nova Gameleira 3ª Seção
13965502 da Rosa / GO",Ferreira,Rio Grande do Norte,96270-354,1952-07-22,73,Capataz,Cunha,35177,1.92,73.6,20.0,27708,3537758650941767,719,1,2024-09-29 09:18:56
177,João Felipe Silva,612***.***-01,426508713,u***@example.net,***-****-0351,"Estrada Silva, 168
Vila Madre Gertrudes 4ª Seção
44438759 Correia / GO",Peixoto,Mato Grosso,34014-056,1952-01-30,73,Técnico tributarista,Gonçalves Nunes - EI,25313,1.68,97.7,34.6,94683,3550980004378643,433,15,2022-09-02 15:59:39
178,Luiz Otávio Albuquerque,386***.***-74,528670311,g***@example.com,***-****-9783,"Colônia Maria Isis Freitas, 756
Jaqueline
30753920 Andrade da Mata / MA",Nascimento do Norte,Mato Grosso,59504325,1961-07-01,64,Notário,da Luz Alves S/A,36620,1.53,73.0,31.2,31975,2294290258535986,409,20,2022-10-13 00:14:50
179,Anthony Costela,320***.***-40,372160451,s***@example.com,***-****-3548,"Distrito Lorenzo da Luz, 89
Vale Do Jatoba
70641174 Fonseca das Pedras / BA",Caldeira do Norte,Piauí,65580-612,1959-01-26,66,Nutricionista,da Cruz,39118,1.54,62.1,26.2,59570,4274342488348043,482,18,2020-12-19 01:38:58
180,Dr. Vinicius Câmara,180***.***-24,634281707,k***@example.org,***-****-0008,"Residencial Vitor Gabriel Barbosa, 72
Primeiro De Maio
40895-102 Cardoso das Pedras / GO",Cirino de Minas,Pernambuco,28506-290,2004-05-12,21,Revisor,Caldeira,6233,1.95,92.9,24.4,16288,346730673426156,374,7,2021-05-17 14:53:53
181,Gabriela Costela,450***.***-61,673810549,s***@example.net,***-****-5351,"Favela da Cruz, 775
Vila Sumaré
08615-286 Albuquerque do Oeste / MS",Cardoso Grande,Rondônia,01334-860,1975-06-17,50,Lavador,Cirino,9913,1.79,68.4,21.3,36018,4378109309787,748,9,2020-10-12 08:08:57
182,Ian da Rocha,681***.***-01,863124070,a***@example.org,***-****-5007,"Feira Alexia da Paz, 71
Tirol
42135-955 Souza / RJ",Guerra,Bahia,46690-724,1946-12-27,78,Faturista,Porto - EI,31540,1.58,52.7,21.1,45455,180082913877726,616,19,2025-01-23 17:56:34
183,Vinicius Ferreira,486***.***-00,648725108,c***@example.org,***-****-2446,"Conjunto Leonardo Garcia, 31
Serrano
04075-088 Carvalho / CE",Casa Grande da Praia,Sergipe,10542-691,1962-09-05,63,Mecânico de vôo,Silveira Nunes Ltda.,13920,1.78,116.1,36.6,23578,4718361935334,594,9,2022-12-20 03:09:02
184,Vitor Gabriel Gonçalves,092***.***-21,657428139,d***@example.com,***-****-6996,"Travessa de Aragão, 46
Comiteco
82112996 Duarte de da Mata / SC",da Mata,Minas Gerais,93182294,2007-07-06,18,Conferente de carga e descarga,Moraes e Filhos,11179,1.71,63.4,21.7,37322,346011387865710,478,12,2024-08-05 07:50:07
185,Pedro Henrique Aparecida,731***.***-39,856032177,x***@example.net,***-****-2533,"Ladeira Pedro Sales, 43
Castelo
29588577 Freitas das Flores / RJ",Novaes das Flores,Amapá,34962466,1998-03-22,27,Governanta,Silveira Sampaio - ME,7956,1.92,114.3,31.0,66753,3571608718657490,466,18,2023-05-16 06:14:22
186,Ana Laura da Mata,710***.***-69,641258033,a***@example.net,***-****-0070,"Residencial Carvalho, 7
Serrano
87118640 Castro / RN",Vieira do Sul,São Paulo,99199-095,1989-08-22,36,Lactarista hospitalar,Vieira Lopes - ME,6361,1.83,67.2,20.1,12011,4512642482654367,811,16,2025-09-26 18:02:34
187,Dra. Jade Jesus,816***.***-01,586032149,m***@example.net,***-****-6834,"Setor Mendonça, 43
Nazare
44648580 Vasconcelos / SE",Duarte,Tocantins,16600340,1976-07-19,49,Produtor fonográfico,Ferreira,27077,1.53,91.8,39.2,39689,345833110539556,550,7,2023-07-03 11:01:05
188,Maysa Viana,263***.***-70,153842672,r***@example.net,***-****-2836,"Setor Carlos Eduardo Silveira, 23
Minas Brasil
73775-040 Sampaio / PI",Barros,Alagoas,35241-388,1960-11-06,64,Necromaquiador,Almeida,33547,1.69,110.4,38.7,81288,373147735835090,424,16,2021-04-23 12:54:39
189,Emanuel Cavalcante,875***.***-35,610527848,a***@example.net,***-****-5447,"Aeroporto de Dias, 2
Ipiranga
30993750 Andrade de Goiás / SP",Ribeiro,Ceará,58223-117,1986-09-21,39,Cientista social,da Rosa,49667,1.72,100.1,33.8,94479,5155036839883150,356,10,2022-11-19 20:44:23
190,Clara da Mota,028***.***-51,017283565,a***@example.net,***-****-6808,"Feira Lima
Castelo
19905878 Campos / SE",Porto,Paraná,34041-779,1986-02-12,39,Engenheiro de iluminação,Nunes,41350,1.81,50.5,15.4,82933,344020776853429,720,7,2020-10-30 04:07:41
191,Sra. Stephany Costela,723***.***-40,170358628,m***@example.org,***-****-9044,"Rua Ribeiro, 6
São Paulo
19104561 Nogueira / PB",Sampaio de da Mata,Amazonas,75408552,1975-01-31,50,Bioquímico,Costela,23359,1.87,108.6,31.1,66387,4876135923783465,453,2,2020-10-09 23:56:32
192,Catarina Vieira,418***.***-89,627453107,c***@example.com,***-****-8651,"Largo Kevin Nunes, 62
Vila São João Batista
78239812 Carvalho / RJ",Ribeiro,Pernambuco,03195-282,1975-02-13,50,Engenheiro têxtil,Fonseca,24933,1.59,64.5,25.5,55631,503826416904,569,4,2020-10-19 19:41:05
193,Lunna Sales,480***.***-69,05486172X,b***@example.org,***-****-0779,"Lago de Costela, 77
Funcionários
04196410 da Conceição de Pimenta / AP",Novaes de Teixeira,Sergipe,96228-244,1974-04-13,51,Quitandeiro,Cunha,41426,1.77,97.9,31.2,75898,4495997812886,648,13,2022-04-30 05:47:02
194,Luiz Fernando da Cunha,493***.***-16,473206183,q***@example.net,***-****-9030,"Viaduto de Correia, 48
Baleia
58316758 da Conceição das Flores / RS",Barbosa,Paraíba,58242345,2006-08-20,19,Oculista,da Cruz,49872,1.88,83.2,23.5,87743,586657849400,775,18,2025-09-14 07:27:23
195,Maria Júlia Peixoto,308***.***-22,653712807,a***@example.com,***-****-6665,"Vereda Bruna da Luz, 48
Dom Bosco
96459-941 Teixeira / DF",Silva do Amparo,Rio de Janeiro,32664613,1959-03-02,66,Coach,Dias,34176,1.66,85.3,31.0,81687,675954718309,817,15,2021-04-24 01:45:05
196,Heitor Nunes,049***.***-13,753860144,r***@example.org,***-****-6108,"Viela Manuella Farias, 41
Cabana Do Pai Tomás
26426-728 Farias de Goiás / PE",Peixoto de Jesus,Acre,96669319,1972-02-20,53,Representante comercial,Moreira Lopes e Filhos,31075,1.99,107.7,27.2,70952,6011253744704023,799,12,2025-03-28 08:16:43
197,Sra. Marina Barros,187***.***-22,462573813,a***@example.org,***-****-2949,"Viela Theodoro Vasconcelos, 63
Confisco
26702257 Freitas de Pinto / PE",Novaes,Mato Grosso do Sul,74725-340,1950-05-14,75,Musicoterapeuta,Pinto Ltda.,4286,1.7,87.1,30.1,84205,4229322342859,520,1,2022-03-18 09:12:59
198,Ísis Silveira,387***.***-66,041537269,m***@example.org,***-****-8123,"Trecho José Silveira, 73
Parque São José
68542-627 Monteiro do Sul / RN",Montenegro,Mato Grosso do Sul,12193-192,2005-06-04,20,Corretor de seguros,Garcia - ME,41358,1.55,58.0,24.1,65289,4472548439599548,381,9,2024-07-05 18:16:46
199,João Miguel Sampaio,375***.***-97,347182057,x***@example.com,***-****-9738,"Conjunto Samuel Guerra, 11
Nossa Senhora Da Conceição
53238-707 Aragão Paulista / AP",da Conceição de Minas,Minas Gerais,96082385,1993-01-11,32,Administrador de banco de dados DBA,Pinto Silveira S.A.,13920,1.71,54.4,18.6,60717,348366596510897,709,1,2023-07-06 11:48:42
200,Pedro Oliveira,758***.***-35,53128704X,l***@example.net,***-****-4431,"Ladeira de Duarte, 81
Parque São Pedro
43548-345 Fonseca do Norte / RN",Lima da Prata,Paraíba,95910316,2000-06-09,25,General,Fernandes,42770,1.65,99.0,36.4,16113,344672558768959,814,6,2025-06-25 15:00:20
201,Dra. Stella Silveira,106***.***-84,21048763X,a***@example.com,***-****-7890,"Jardim Yago Cunha, 22
Esplanada
47429756 Cassiano Grande / SE",Silveira do Campo,Paraíba,91393053,1952-11-30,72,Carteiro,Cardoso S/A,41416,1.72,55.6,18.8,58188,38294467316498,428,3,2022-04-22 14:56:37
202,Maria Fernanda Porto,568***.***-55,460382573,c***@example.net,***-****-5715,"Quadra Vieira, 52
Diamante
31403-378 Costa de Machado / PB",Teixeira de da Mota,Mato Grosso,73640162,1984-12-31,40,Numerólogo,Macedo S.A.,35320,1.9,77.0,21.3,11366,4228988212007318,674,18,2025-06-23 12:45:43
203,Fernando Garcia,475***.***-17,520618373,v***@example.net,***-****-4718,"Loteamento Beatriz Lopes
Vila Nova Dos Milionarios
31846119 Pastor / PA",da Luz,Distrito Federal,23230-149,1972-12-16,52,Vigilante noturno/diurno,Castro,48457,1.6,64.9,25.4,47627,4704671164126962,345,6,2024-11-30 11:32:16
204,Maria Isis da Cruz,415***.***-07,24618730X,l***@example.org,***-****-4166,"Feira Isadora Almeida, 18
Brasil Industrial
35596-718 Moura / PA",Melo da Praia,Paraná,35459363,1946-05-29,79,Farmacêutico,da Cruz Ltda.,16259,1.62,86.3,32.9,7259,3546861050882828,772,12,2023-11-09 17:10:26
205,Giovanna da Costa,975***.***-80,712384509,a***@example.org,***-****-9085,"Esplanada Isabela Albuquerque
Cachoeirinha
22421-586 Silveira do Norte / ES",da Luz,Goiás,40993-300,1965-05-29,60,Lapidário,da Paz,30725,1.64,108.6,40.4,75369,501820023221,848,0,2023-11-06 09:03:33
206,Caroline Ribeiro,620***.***-99,603128476,l***@example.org,***-****-6520,"Vale de Cunha, 42
Santa Tereza
32320-417 Lopes Grande / SE",da Mata,Roraima,54062857,1968-04-17,57,Lutador de luta livre,Guerra,25221,1.66,117.1,42.5,48843,213148052535077,665,13,2022-02-01 01:11:37
207,Emanuelly Cavalcante,798***.***-23,438072510,a***@example.net,***-****-5157,"Sítio Luísa Sousa, 69
Centro
01002336 da Conceição / MA",Fogaça da Mata,Roraima,70934-864,1956-06-03,69,Militar do Exército,Rodrigues - ME,6389,1.6,52.9,20.7,21105,5403305565320269,516,17,2022-10-08 02:36:57
208,Murilo Mendes,642***.***-04,024361586,z***@example.org,***-****-9916,"Pátio João Miguel Fogaça, 588
Acaiaca
24090-894 Rios dos Dourados / RS",Camargo,Rio Grande do Sul,09913503,2007-08-04,18,Médico cirurgião,Machado,23684,1.57,65.9,26.7,92314,213166593582853,645,19,2025-02-16 07:05:08
209,Cauê da Rosa,194***.***-64,314056282,s***@example.net,***-****-0793,"Vereda de Santos, 47
Flamengo
62161989 Pastor / AL",Martins,Amazonas,91419825,1971-04-04,54,Separador,Martins Cirino S/A,25514,1.72,117.2,39.6,63845,3596254228309610,790,6,2025-04-15 01:30:47
210,Diego Castro,152***.***-46,062371484,m***@example.com,***-****-8758,"Condomínio Camargo, 9
São João
30291757 Vargas de Goiás / SC",Santos,Ceará,20570786,1971-08-13,54,Bartender,Gonçalves S/A,25717,1.82,96.3,29.1,26371,4406637844960686035,342,8,2022-06-17 21:22:21
211,Caio Andrade,740***.***-60,017345686,a***@example.net,***-****-2890,"Loteamento de Brito, 5
Frei Leopoldo
75791-966 Macedo / PB",Moraes,Espírito Santo,25425848,1961-11-22,63,Radialista programador,Rodrigues Costa - ME,10974,1.77,117.0,37.3,5555,3567305974671242,560,20,2025-09-08 07:21:34
212,Maria Fernanda Costa,089***.***-74,165237843,a***@example.net,***-****-5248,"Vereda Eloá da Costa, 10
Xodo-Marize
38622-394 Moreira dos Dourados / MG",Marques da Serra,Tocantins,82599-603,1975-01-26,50,Gerente de riscos em seguros,Rocha,35600,1.93,72.0,19.3,70351,5175393934928109,691,4,2024-11-09 04:07:24
213,Sr. Samuel Pastor,850***.***-38,418562076,c***@example.com,***-****-8963,"Lago Gael Henrique Farias, 61
Vila Cloris
82524161 Machado de Dias / PI",Lopes,Pernambuco,50724-374,2000-11-17,24,Lanterneiro,Moraes Fernandes Ltda.,45672,1.74,74.9,24.7,18396,349102619570587,832,15,2023-06-05 12:29:11
214,Maria Liz Correia,510***.***-77,701485322,w***@example.net,***-****-1588,"Estação José Machado, 25
Vila Rica
11729-070 Fernandes / PB",Guerra de Machado,Sergipe,60145-524,1980-08-01,45,Mergulhador,da Rocha,46362,1.83,56.2,16.8,81368,501850449866,450,16,2024-10-24 17:12:23
215,Antonella Sales,076***.***-16,205478360,f***@example.com,***-****-9113,"Praia Clara Cunha, 94
Novo São Lucas
14388724 Costa Alegre / SE",Cirino,Mato Grosso do Sul,41757-020,1953-11-24,71,Engenheiro de horticultura,Lima,14968,1.59,54.7,21.6,36629,3517626761018607,685,11,2021-10-05 15:11:22
216,Renan Câmara,071***.***-93,182306549,m***@example.net,***-****-4049,"Favela Esther Vieira, 25
Vila Suzana Segunda Seção
43181-366 Correia / RR",Guerra de Costela,Paraíba,02603036,1997-11-01,27,Protético dentário,Nunes,24054,1.77,51.5,16.4,30840,4364296470063761823,735,9,2024-03-01 11:04:36
217,Maria Isis Farias,263***.***-28,630217841,m***@example.com,***-****-4616,"Viela Ester Souza, 40
Granja De Freitas
55273011 Sampaio / SP",Ribeiro das Pedras,São Paulo,28986-268,1961-06-14,64,Afiador de ferramentas,Teixeira Jesus - EI,37813,1.52,54.5,23.6,59779,4553280111961976,826,17,2025-06-18 01:18:16
218,Sr. Mathias Moraes,193***.***-61,587032613,j***@example.net,***-****-3301,"Aeroporto de Costela, 1
Aarão Reis
23545-138 da Mota de Dias / SC",Freitas de Ramos,Distrito Federal,47772-285,1981-03-30,44,Cobrador de ônibus,Silveira Moreira Ltda.,21163,1.67,66.2,23.7,50406,213165050400237,477,18,2022-04-30 05:57:56
219,Vinicius Pinto,824***.***-20,840375268,e***@example.org,***-****-0716,"Travessa de Castro, 63
Vila Santa Monica 1ª Seção
03471-716 Monteiro de Goiás / PR",Rocha da Prata,Amazonas,09515547,1978-06-26,47,Promotor público/de justiça,Costa - EI,12480,1.78,97.0,30.6,95706,6514357182945022,475,11,2021-07-30 13:46:57
220,Luigi Caldeira,970***.***-12,57268034X,v***@example.com,***-****-3871,"Campo Carolina Freitas, 825
Pindura Saia
23725832 Santos de Minas / AL",Sales,Rio Grande do Norte,40351-984,1964-06-10,61,Eletricista,da Costa Cassiano Ltda.,22514,1.75,73.8,24.1,54670,5532163528467386,598,15,2023-07-10 01:26:14
221,Srta. Maria Cecília Moura,317***.***-46,075126382,l***@example.net,***-****-4186,"Vila Nicole Sales, 32
Novo Das Industrias
92128530 Nascimento de Goiás / MA",Pereira Paulista,Rio Grande do Norte,36729-251,1992-08-25,33,Diagramador,Vasconcelos,18068,1.51,66.4,29.1,61087,6519006626782187,607,11,2021-11-27 17:19:02
222,Dr. Vitor Camargo,285***.***-50,483256109,d***@example.com,***-****-5541,"Viela Lívia Guerra, 91
Marieta 1ª Seção
00831-712 Castro de da Costa / AM",Fernandes,Rondônia,96863959,1965-05-10,60,Tecnólogo em navegação fluvial,da Cruz,18699,1.97,79.4,20.5,34519,4446190240671753,310,9,2022-05-25 04:18:21
223,Henrique Souza,690***.***-31,501786326,x***@example.org,***-****-0734,"Condomínio de Viana, 46
Beija Flor
71967-269 da Mota / PB",Lima,Maranhão,72579-073,1982-07-26,43,Professor,Sousa,7477,1.7,88.2,30.5,81882,4739049767952713,510,19,2024-10-22 04:43:22
224,Benjamin Sampaio,190***.***-50,561380478,n***@example.net,***-****-6677,"Vale de Caldeira, 74
Califórnia
64864782 Siqueira / SP",Pimenta,Distrito Federal,69061018,2002-05-21,23,Biólogo,Vieira,21102,1.88,61.0,17.3,34057,213136772170663,337,7,2025-06-16 20:56:27
225,Srta. Maitê Lima,625***.***-60,360428514,l***@example.org,***-****-4881,"Colônia Clara Silveira, 58
Marçola
68845831 Sá de Aragão / SP",Martins Alegre,Pará,51979-692,1994-11-21,30,Coveiro/Sepultador,da Rosa,14860,1.74,93.2,30.8,50289,30377555742895,359,19,2025-07-26 06:39:33
226,Srta. Lunna Rodrigues,862***.***-00,620758417,n***@example.net,***-****-7250,"Avenida Joaquim Montenegro, 3
Conjunto Jatoba
14242763 Nogueira Alegre / SP",Machado,Rondônia,03588-065,1953-02-27,72,Percursionista,Jesus,15717,1.78,107.3,33.9,69156,213116308634937,468,2,2021-01-05 16:33:03
227,Sr. Samuel Gomes,305***.***-16,351084678,s***@example.org,***-****-9221,"Esplanada de Leão, 76
Aparecida 7ª Seção
10530592 Lopes de Nunes / PI",Cavalcanti,Tocantins,19076-753,1953-12-09,71,Enólogo,Peixoto Araújo e Filhos,3949,1.85,105.9,30.9,89363,501866659334,343,18,2024-04-06 09:32:42
228,Agatha Ferreira,312***.***-51,017238651,e***@example.net,***-****-1705,"Condomínio Davi Lucca Camargo
Paraíso
83461873 Barros das Pedras / MG",da Rosa,Sergipe,95234176,2003-09-22,22,Profissional de linguística,Rios - EI,33818,1.97,94.2,24.3,37778,5496515286532517,657,14,2022-11-23 19:46:57
229,Júlia Pimenta,513***.***-24,130456780,a***@example.org,***-****-1185,"Pátio Fernanda Monteiro, 86
Andiroba
95501660 Cardoso / ES",Fernandes de Nunes,Rondônia,00120-991,1960-12-15,64,Naturólogo,Melo,44273,1.67,90.3,32.4,87456,213125348827039,721,8,2023-06-19 23:54:55
230,Beatriz Sousa,269***.***-61,308427154,d***@example.org,***-****-2935,"Quadra Isaque Teixeira
Leticia
75185-420 Santos dos Dourados / RS",Silveira Verde,Maranhão,33233-847,1992-06-25,33,Maquiador,Nunes,46463,1.94,84.6,22.5,8280,3554255428562593,431,11,2023-01-15 04:54:27
231,Pedro Lucas da Costa,475***.***-88,852610439,y***@example.org,***-****-2592,"Passarela Stephany Caldeira, 324
São Jorge 3ª Seção
96521768 Duarte / BA",Andrade das Pedras,São Paulo,48909563,1985-10-21,39,Jóquei,da Rocha,29438,1.94,95.0,25.2,73927,5281624162746636,499,8,2024-08-28 08:53:19
232,Kamilly Teixeira,904***.***-88,813705629,b***@example.org,***-****-6629,"Lago Duarte, 9
Vila Petropolis
51529313 Cavalcanti de Minas / AM",Albuquerque,Maranhão,21152325,1971-07-26,54,Patinador,Casa Grande,48994,1.94,66.3,17.6,27107,060488485396,566,11,2022-08-19 01:08:41
233,Caleb da Paz,098***.***-75,328175602,m***@example.org,***-****-4700,"Ladeira Ana Lívia da Costa, 27
Alta Tensão 2ª Seção
85705839 Silveira Grande / RO",Cavalcanti da Prata,Alagoas,44020-163,1952-01-14,73,Diretor de fotografia,Teixeira,17585,1.66,59.8,21.7,24019,38412571044828,446,5,2022-04-04 00:34:43
234,Juliana Duarte,294***.***-74,275684015,m***@example.net,***-****-5816,"Morro de Pinto, 9
Lindéia
05135-243 Câmara / TO",Albuquerque de Caldeira,Santa Catarina,87297-995,1973-11-02,51,Assessor de imprensa,Aragão - ME,43460,1.93,73.0,19.6,46144,676295801408,486,3,2022-02-27 22:25:06
235,Carlos Eduardo Andrade,819***.***-20,653140289,a***@example.org,***-****-1666,"Feira Santos
Barro Preto
62627229 da Costa Alegre / SE",Pereira de Minas,São Paulo,29413518,1973-12-30,51,Aviador,Freitas,19184,1.53,61.3,26.2,11348,4722825009205914,649,1,2025-04-03 03:59:44
236,Joaquim Mendonça,569***.***-66,47613285X,e***@example.net,***-****-8445,"Fazenda Montenegro, 49
Savassi
16213274 Nogueira Verde / PI",da Costa dos Dourados,Pernambuco,44098214,1990-12-19,34,Astrônomo,Pereira S.A.,23537,1.78,117.0,36.9,13005,377266769607666,665,14,2024-02-25 05:33:03
237,Natália Aparecida,375***.***-08,031756426,r***@example.org,***-****-8429,"Largo Bianca Montenegro, 5
Chácara Leonina
77908-081 Guerra da Praia / PI",Araújo,Amapá,13106159,2005-11-18,19,Clínico geral,Albuquerque,8594,1.87,98.8,28.3,94897,4272190391446223731,816,2,2024-05-04 11:15:31
238,Arthur da Conceição,749***.***-34,17082634X,s***@example.net,***-****-0902,"Trevo Aragão, 84
Sion
93884387 Aragão de Silva / RN",Montenegro Grande,Rondônia,67138-822,2007-04-18,18,Psicomotricista,Azevedo - ME,46161,1.79,111.8,34.9,44820,4859965309342788,559,13,2023-08-22 22:37:55
239,Hadassa da Rocha,570***.***-65,172508435,i***@example.org,***-****-7329,"Chácara Ísis Borges, 55
Vitoria
77572-950 Freitas / PB",Ramos do Amparo,Ceará,77928-981,1976-03-11,49,Faxineiro,Almeida e Filhos,30297,1.51,110.1,48.3,24590,2598199970010553,539,10,2021-05-13 05:16:52
240,Lunna Cunha,613***.***-03,620134756,m***@example.org,***-****-3235,"Loteamento Costela, 3
Maria Tereza
54354-884 Freitas de Barros / RN",Cavalcante,Paraíba,85951228,2000-02-29,25,Médico,Aragão,9698,1.87,80.9,23.1,79664,2244175135365429,412,3,2023-05-29 02:03:02
241,Dra. Marcela da Cruz,371***.***-57,538721467,e***@example.net,***-****-6532,"Via Lucca Albuquerque, 67
Tres Marias
99116-033 Lopes do Amparo / MS",Mendes do Oeste,Pará,61982-404,1977-05-13,48,Salva-vidas,Rocha Novais e Filhos,4424,1.79,109.2,34.1,63030,3585467784626754,814,1,2022-06-14 17:37:28
242,João Pedro Oliveira,164***.***-53,834570622,d***@example.com,***-****-2721,"Parque Marcos Vinicius da Mata
Caiçaras
96014453 Ribeiro / DF",Costela,Roraima,38273421,1976-01-01,49,Administrador de banco de dados DBA,Vieira Moreira S/A,25393,1.6,72.4,28.3,10527,4844513697883092,738,4,2020-12-29 01:07:11
243,Dr. Thomas Araújo,490***.***-83,340876128,d***@example.net,***-****-8269,"Aeroporto Raul Rodrigues, 796
Baleia
70112690 Rezende / MT",Machado,Bahia,49209-687,1958-07-08,67,Maitre,Nogueira - EI,20525,1.82,52.0,15.7,33556,6011360275710251,520,3,2024-10-11 13:45:48
244,Mariana Oliveira,145***.***-09,064853718,d***@example.org,***-****-4437,"Distrito de da Cruz, 4
Novo Glória
25150-602 Freitas de Nunes / AM",Pires,Pará,81313632,1992-12-29,32,Educador integrado à saúde pública,Cavalcante,38091,1.75,70.3,23.0,32661,4957115464601,440,17,2022-09-08 17:50:02
245,Enzo Rios,098***.***-40,673125488,m***@example.org,***-****-2482,"Vale Manuela Alves, 87
Bernadete
64024-455 Correia Paulista / GO",Aragão,Rondônia,48350-197,1978-07-13,47,Profissional de áudio,Gomes,45149,1.83,56.2,16.8,97748,3543618100565354,354,17,2021-11-02 21:29:42
246,Anna Liz Novais,593***.***-14,560241380,a***@example.com,***-****-2840,"Viaduto de Rodrigues, 633
Solar Do Barreiro
71913360 Souza / TO",Marques,Mato Grosso do Sul,91573-713,1979-12-12,45,Auditor,Fernandes Peixoto - ME,46237,1.58,88.3,35.4,19040,180098245082892,303,14,2020-12-03 17:28:24
247,Luiz Otávio da Mota,327***.***-74,073564825,a***@example.net,***-****-3231,"Chácara da Rocha, 4
Bela Vitoria
86689-397 das Neves / PI",Peixoto de Minas,Paraná,98469791,1987-06-23,38,Tatuador,Gomes,34899,1.98,109.5,27.9,27358,2703098382823706,758,3,2023-02-28 14:18:48
248,Ana Julia Peixoto,926***.***-80,582367141,r***@example.net,***-****-3220,"Favela Giovanna Teixeira
São Sebastião
95038-529 Caldeira / PA",Ferreira,Amazonas,40893-430,1952-06-01,73,Engenheiro de iluminação,Santos - ME,27812,1.9,108.2,30.0,70192,584351866861,467,14,2025-09-05 17:20:05
249,Dr. Ravy Vargas,385***.***-20,324075613,m***@example.com,***-****-3418,"Área Peixoto, 3
Vila Da Luz
62212-661 Lima / PE",Fonseca,Mato Grosso,98319-441,1984-04-19,41,Engenheiro de produto ou produção,Dias Ltda.,13362,1.99,104.8,26.5,38373,4698411205133653,472,2,2021-04-11 00:43:33
250,Raquel Vieira,489***.***-20,375602410,s***@example.com,***-****-6031,"Distrito de Melo
Alta Tensão 2ª Seção
29103711 Vasconcelos / SP",Martins do Amparo,Roraima,53028-039,1981-04-05,44,Urologista,Pereira S.A.,44507,1.82,60.1,18.1,72582,568921674616,345,5,2023-08-28 22:30:21
251,Dr. Yuri Alves,739***.***-03,254381674,v***@example.com,***-****-1878,"Núcleo Cardoso, 97
Bela Vitoria
30250-897 Cavalcanti / AP",Vieira das Flores,Amapá,62172-347,2007-09-26,18,Estilista,Silveira,36227,1.93,77.3,20.8,70240,30503704726741,486,1,2024-07-17 07:36:38
252,Evelyn Vasconcelos,632***.***-92,817630521,l***@example.net,***-****-9543,"Residencial Moreira, 3
Vale Do Jatoba
94716-556 Silveira de da Rosa / RR",da Paz de Câmara,Amazonas,63058249,1959-08-24,66,Cenógrafo,Jesus,17509,1.91,103.1,28.3,15814,213190134759168,749,5,2023-07-07 14:26:31
253,Enrico Camargo,278***.***-40,02583714X,c***@example.net,***-****-1533,"Distrito Heloisa Azevedo, 1
Dom Joaquim
36104-014 Machado do Campo / MS",Nogueira de Monteiro,Pará,43909-950,1970-09-05,55,Cenógrafo,Martins,13722,1.62,104.2,39.7,97128,4797855333986368,844,17,2023-07-01 17:24:51
254,Levi da Rosa,164***.***-53,568140278,m***@example.org,***-****-4786,"Via Maya Pastor, 67
Jardinópolis
95005280 Caldeira / DF",Ferreira,Amapá,68725-780,1969-06-21,56,Assistente de produção,Melo - EI,24405,1.56,73.9,30.4,13226,4878199526387510,601,20,2023-10-10 18:37:36
255,Brayan Macedo,380***.***-04,148370627,v***@example.com,***-****-6555,"Travessa Murilo Teixeira, 77
Lagoinha
70439-757 Brito das Flores / TO",Moreira,Tocantins,40662-224,1973-10-07,52,Pedagogo,Albuquerque Machado - EI,20660,1.85,66.7,19.5,16870,4969345389607,563,19,2021-12-21 02:28:26
