id,nome_completo,cpf,rg,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,numero_cartao,score_credito,tempo_cliente,data_cadastro
157,Sara Marques,798.140.253-05,348125707,lais98@example.net,+55 61 4953 4252,"Vereda de Costela, 2
Flavio De Oliveira
59093-771 Vargas dos Dourados / PR",Montenegro Grande,Bahia,69368488,1980-07-08,45,Engenheiro físico,Lima,24221.8,1.86,110.7,32.0,12342.42,4836501872880660,337.46,10,2021-01-19 14:39:36
158,Lunna da Paz,246.187.359-37,048531728,da-cunhahellena@example.net,21 4044 1945,"Vila de Rios, 805
Nova Gameleira
71631446 Ferreira / MT",Moreira,Rio Grande do Norte,98700210,1948-04-21,77,Profissional de reciclagem,Pires - EI,5523.89,1.9,93.0,25.8,2885.3,675916340747,551.91,13,2022-04-10 01:41:49
159,Ana Sales,927.106.854-85,701452833,diego12@example.com,11 6944 6152,"Vale Andrade, 790
Vila Havaí
20396-547 Barbosa de Goiás / MG",Pereira da Praia,Santa Catarina,90061682,1992-03-29,33,Ortoptista,Ferreira - EI,5677.8,1.55,94.3,39.3,83254.48,4996793864450166,560.75,11,2024-11-10 20:28:58
160,Brenda Costela,173.048.526-07,301754627,gael-henriquepinto@example.org,0300 954 6747,"Lago de Camargo, 53
Pongelupe
45887781 Albuquerque do Norte / ES",Camargo,Mato Grosso do Sul,47200-384,1968-08-17,57,Eletricista,Guerra Vasconcelos S/A,34342.14,1.77,52.5,16.8,17038.31,372108424552066,756.59,0,2022-04-15 10:56:50
161,Srta. Caroline Azevedo,590.124.683-70,801542637,danielcamara@example.org,+55 (084) 2573-7424,"Vale Barbosa, 98
Delta
29856-580 Sá de Peixoto / RS",Machado das Flores,Rio de Janeiro,77260-982,1966-07-30,59,Gari,da Rocha Vargas S/A,27081.45,1.59,61.3,24.2,88447.49,4774000269940553,482.6,16,2023-03-20 21:27:11
162,Benicio da Luz,685.072.413-44,870356148,iduarte@example.org,(011) 2133-8601,"Jardim de Alves, 724
Cardoso
23990-571 da Mota de Araújo / RR",da Rosa,Rondônia,00887-494,1971-12-03,53,Capitão,da Rosa da Rocha e Filhos,15178.39,1.53,85.9,36.7,42403.12,4261289602405,731.24,15,2021-10-29 17:30:50
163,Eloá Pacheco,268.547.103-08,358761025,marinapinto@example.com,+55 41 8764 0480,"Colônia Ester Borges, 739
Vila Santo Antônio Barroquinha
03249-327 Porto dos Dourados / AP",Rios,Rio Grande do Norte,92409157,1964-01-04,61,Engenheiro físico,Aparecida,21148.69,1.74,64.8,21.4,65737.78,343290923784550,774.23,3,2024-08-03 08:53:20
164,Sra. Ana Laura Almeida,549.280.673-47,750642130,yribeiro@example.com,(061) 8101-9558,"Fazenda Fernandes, 18
Vila Ecológica
16641347 Nogueira Verde / MG",Souza da Serra,Mato Grosso do Sul,44729728,1981-08-12,44,Apicultor,Mendonça,46998.62,1.8,101.6,31.4,93110.5,4760670659355814,488.08,20,2021-11-25 12:31:07
165,Anna Liz Vasconcelos,912.480.567-01,048562130,imoura@example.org,41 8491 6983,"Pátio Moreira, 66
Paquetá
27209411 Montenegro / ES",Sales de Farias,Amazonas,63262810,1998-10-27,26,Orientador educacional,Rodrigues,27294.95,1.54,105.1,44.3,77011.94,213195220390646,721.88,6,2021-11-26 10:16:08
166,Dr. Levi Albuquerque,195.867.340-48,642831075,isaacdias@example.org,51 9473 8866,"Fazenda Cardoso, 36
Delta
91516-119 Novaes / MS",Nascimento de Abreu,Sergipe,95848-124,1986-02-25,39,Amolador de ferramentas,Martins,8588.25,1.84,107.8,31.8,49002.29,3545336138415645,542.28,10,2024-07-29 06:14:59
167,Bento da Cruz,912.743.065-07,753142685,antonio33@example.com,84 9229-6209,"Sítio de da Cunha
Vila São Gabriel Jacui
11970-501 Aparecida / PR",da Mota de Nogueira,Espírito Santo,07574294,2000-09-13,25,Engenheiro de energia,Pires,4736.09,1.64,115.4,42.9,59788.34,180014746079501,494.09,14,2022-07-14 21:48:55
168,Henry Gabriel Machado,463.087.295-74,170825462,valentinapinto@example.org,0500 756 4479,"Lago Henrique Martins, 14
Vitoria Da Conquista
45073892 da Cunha / TO",Farias de Goiás,Ceará,29403-089,1979-11-30,45,Químico,Leão Rezende S/A,36520.78,1.74,100.4,33.2,47193.69,4858903522239748,536.88,18,2025-04-13 22:41:33
169,André Sousa,190.346.285-15,583412671,rael95@example.net,21 3076 7388,"Distrito de Mendes, 14
Vitoria Da Conquista
91212-016 Rocha / PE",Santos de Dias,Tocantins,33982968,1959-05-10,66,Presidente da República,Gomes,36398.69,1.75,83.7,27.3,44013.44,6011135356035954,410.88,3,2021-06-10 23:00:49
170,Marina da Luz,783.450.961-66,240751863,rebeca39@example.com,0800 334 7816,"Lagoa Olivia Carvalho, 79
Paulo Vi
12219640 Santos de Minas / PE",Gonçalves do Sul,Santa Catarina,52080345,2007-02-23,18,Headhunter,Martins,25681.63,1.58,78.8,31.6,79228.71,180041112871948,658.05,0,2022-10-25 09:23:25
171,Bruna Caldeira,815.269.037-68,36045821X,yagorocha@example.com,31 1561-1429,"Setor Pietro Ramos
Corumbiara
87885985 Pastor / RO",da Luz do Norte,Distrito Federal,57474-170,1989-05-22,36,Representante comercial,da Mota - EI,36722.1,1.53,105.1,44.9,60406.93,4413743220734,606.34,13,2025-07-24 08:14:19
172,Mirella Jesus,183.906.524-98,064587320,hmartins@example.net,(081) 1368 0328,"Viaduto Barbosa, 67
Colégio Batista
02846-449 Barbosa / AC",Moura,Ceará,19461-390,1967-09-08,58,Biomédico,Teixeira - ME,33808.77,1.73,77.4,25.9,76447.85,676393118069,344.16,7,2022-01-04 18:04:14
173,Paulo Montenegro,256.730.981-03,801526474,novaisyasmin@example.org,(071) 7944-7557,"Viaduto Pedro Miguel Cassiano, 39
Jardim Guanabara
53638-577 Alves / SP",Leão,Ceará,10769793,1991-09-22,34,Eletricista de automóveis,Pastor,35662.66,1.79,72.9,22.8,21472.61,676358096680,740.92,18,2022-08-25 06:51:49
174,Sra. Fernanda Rezende,021.365.784-80,374152809,das-nevesmelissa@example.com,21 5711-7919,"Setor de da Paz
Vila Nova Gameleira 3ª Seção
67179-966 Costa Grande / PR",Barros de Abreu,Tocantins,55098-803,1951-03-08,74,Windsurfer,Câmara,38316.34,1.93,96.8,26.0,63530.43,30372930004970,646.01,16,2021-11-01 17:46:26
175,Elisa Silva,286.175.309-95,761345206,otto94@example.com,+55 61 4902-2419,"Fazenda Isaque da Cruz, 68
Vila Nova Dos Milionarios
13936924 Pimenta / MT",Carvalho,Mato Grosso do Sul,60837399,1989-01-23,36,Cirurgião dentista,Garcia,22000.28,1.75,73.1,23.9,15933.99,4604022439797222,739.91,8,2023-08-27 01:11:49
176,Rodrigo Novais,408.569.123-60,371825404,bella81@example.org,(081) 7178-7663,"Praia de Leão, 5
Vila Nova Gameleira 3ª Seção
13965502 da Rosa / GO",Ferreira,Rio Grande do Norte,96270-354,1952-07-22,73,Capataz,Cunha,35385.43,1.92,73.6,20.0,27934.29,3537758650941767,718.68,1,2024-09-29 09:18:56
177,João Felipe Silva,612.547.089-01,426508713,usales@example.net,0800-485-0351,"Estrada Silva, 168
Vila Madre Gertrudes 4ª Seção
44438759 Correia / GO",Peixoto,Mato Grosso,34014-056,1952-01-30,73,Técnico tributarista,Gonçalves Nunes - EI,24368.64,1.68,97.7,34.6,95062.38,3550980004378643,424.49,15,2022-09-02 15:59:39
178,Luiz Otávio Albuquerque,386.259.074-74,528670311,gabrielramos@example.com,+55 11 2498 9783,"Colônia Maria Isis Freitas, 756
Jaqueline
30753920 Andrade da Mata / MA",Nascimento do Norte,Mato Grosso,59504325,1961-07-01,64,Notário,da Luz Alves S/A,36401.89,1.53,73.0,31.2,29598.48,2294290258535986,413.26,20,2022-10-13 00:14:50
179,Anthony Costela,320.158.976-40,372160451,sda-paz@example.com,84 5769 3548,"Distrito Lorenzo da Luz, 89
Vale Do Jatoba
70641174 Fonseca das Pedras / BA",Caldeira do Norte,Piauí,65580-612,1959-01-26,66,Nutricionista,da Cruz,38916.32,1.54,62.1,26.2,57069.87,4274342488348043,495.43,18,2020-12-19 01:38:58
180,Dr. Vinicius Câmara,180.246.953-24,634281707,kaique32@example.org,+55 84 8336 0008,"Residencial Vitor Gabriel Barbosa, 72
Primeiro De Maio
40895-102 Cardoso das Pedras / GO",Cirino de Minas,Pernambuco,28506-290,2004-05-12,21,Revisor,Caldeira,6628.01,1.95,92.9,24.4,14407.97,346730673426156,371.17,7,2021-05-17 14:53:53
181,Gabriela Costela,450.316.972-61,673810549,silveiraheloisa@example.net,81 1988-5351,"Favela da Cruz, 775
Vila Sumaré
08615-286 Albuquerque do Oeste / MS",Cardoso Grande,Rondônia,01334-860,1975-06-17,50,Lavador,Cirino,11979.0,1.79,68.4,21.3,39591.37,4378109309787,739.63,9,2020-10-12 08:08:57
182,Ian da Rocha,681.057.249-01,863124070,aylla36@example.org,+55 (081) 0520 5007,"Feira Alexia da Paz, 71
Tirol
42135-955 Souza / RJ",Guerra,Bahia,46690-724,1946-12-27,78,Faturista,Porto - EI,32959.59,1.58,52.7,21.1,44292.62,180082913877726,618.23,19,2025-01-23 17:56:34
183,Vinicius Ferreira,486.519.723-00,648725108,caionascimento@example.org,84 4129-2446,"Conjunto Leonardo Garcia, 31
Serrano
04075-088 Carvalho / CE",Casa Grande da Praia,Sergipe,10542-691,1962-09-05,63,Mecânico de vôo,Silveira Nunes Ltda.,13818.33,1.78,116.1,36.6,23791.94,4718361935334,600.05,9,2022-12-20 03:09:02
184,Vitor Gabriel Gonçalves,092.753.168-21,657428139,da-luzdavi@example.com,0800 200 6996,"Travessa de Aragão, 46
Comiteco
82112996 Duarte de da Mata / SC",da Mata,Minas Gerais,93182294,2007-07-06,18,Conferente de carga e descarga,Moraes e Filhos,11503.87,1.71,63.4,21.7,37404.13,346011387865710,478.69,12,2024-08-05 07:50:07
185,Pedro Henrique Aparecida,731.659.048-39,856032177,xvieira@example.net,+55 84 6685-2533,"Ladeira Pedro Sales, 43
Castelo
29588577 Freitas das Flores / RJ",Novaes das Flores,Amapá,34962466,1998-03-22,27,Governanta,Silveira Sampaio - ME,8595.46,1.92,114.3,31.0,67792.45,3571608718657490,470.42,18,2023-05-16 06:14:22
186,Ana Laura da Mata,710.463.829-69,641258033,anthonymachado@example.net,(081) 1958 0070,"Residencial Carvalho, 7
Serrano
87118640 Castro / RN",Vieira do Sul,São Paulo,99199-095,1989-08-22,36,Lactarista hospitalar,Vieira Lopes - ME,6372.61,1.83,67.2,20.1,10177.88,4512642482654367,822.22,16,2025-09-26 18:02:34
187,Dra. Jade Jesus,816.250.947-01,586032149,mayafreitas@example.net,+55 21 7849-6834,"Setor Mendonça, 43
Nazare
44648580 Vasconcelos / SE",Duarte,Tocantins,16600340,1976-07-19,49,Produtor fonográfico,Ferreira,27346.66,1.53,91.8,39.2,40618.62,345833110539556,545.76,7,2023-07-03 11:01:05
188,Maysa Viana,263.714.950-70,153842672,ribeirodavi-lucas@example.net,+55 (011) 7310 2836,"Setor Carlos Eduardo Silveira, 23
Minas Brasil
73775-040 Sampaio / PI",Barros,Alagoas,35241-388,1960-11-06,64,Necromaquiador,Almeida,33256.19,1.69,110.4,38.7,80688.27,373147735835090,418.53,16,2021-04-23 12:54:39
189,Emanuel Cavalcante,875.641.320-35,610527848,apollo46@example.net,21 1040 5447,"Aeroporto de Dias, 2
Ipiranga
30993750 Andrade de Goiás / SP",Ribeiro,Ceará,58223-117,1986-09-21,39,Cientista social,da Rosa,50427.55,1.72,100.1,33.8,94020.31,5155036839883150,354.79,10,2022-11-19 20:44:23
190,Clara da Mota,028.416.539-51,017283565,anthony-gabriel49@example.net,+55 (051) 4796 6808,"Feira Lima
Castelo
19905878 Campos / SE",Porto,Paraná,34041-779,1986-02-12,39,Engenheiro de iluminação,Nunes,42102.24,1.81,50.5,15.4,83454.88,344020776853429,722.97,7,2020-10-30 04:07:41
191,Sra. Stephany Costela,723.601.984-40,170358628,mateus75@example.org,0900-097-9044,"Rua Ribeiro, 6
São Paulo
19104561 Nogueira / PB",Sampaio de da Mata,Amazonas,75408552,1975-01-31,50,Bioquímico,Costela,24531.99,1.87,108.6,31.1,68479.93,4876135923783465,451.33,2,2020-10-09 23:56:32
192,Catarina Vieira,418.532.069-89,627453107,carvalhonicolas@example.com,+55 (041) 5102 8651,"Largo Kevin Nunes, 62
Vila São João Batista
78239812 Carvalho / RJ",Ribeiro,Pernambuco,03195-282,1975-02-13,50,Engenheiro têxtil,Fonseca,25772.64,1.59,64.5,25.5,54776.93,503826416904,574.35,4,2020-10-19 19:41:05
193,Lunna Sales,480.316.927-69,05486172X,brendapereira@example.org,0800 093 0779,"Lago de Costela, 77
Funcionários
04196410 da Conceição de Pimenta / AP",Novaes de Teixeira,Sergipe,96228-244,1974-04-13,51,Quitandeiro,Cunha,40232.86,1.77,97.9,31.2,77765.2,4495997812886,658.42,13,2022-04-30 05:47:02
194,Luiz Fernando da Cunha,493.720.516-16,473206183,qoliveira@example.net,(011) 6220-9030,"Viaduto de Correia, 48
Baleia
58316758 da Conceição das Flores / RS",Barbosa,Paraíba,58242345,2006-08-20,19,Oculista,da Cruz,49927.91,1.88,83.2,23.5,88971.06,586657849400,779.6,18,2025-09-14 07:27:23
195,Maria Júlia Peixoto,308.967.412-22,653712807,aylla03@example.com,81 6275 6665,"Vereda Bruna da Luz, 48
Dom Bosco
96459-941 Teixeira / DF",Silva do Amparo,Rio de Janeiro,32664613,1959-03-02,66,Coach,Dias,34259.07,1.66,85.3,31.0,84204.22,675954718309,819.12,15,2021-04-24 01:45:05
196,Heitor Nunes,049.183.276-13,753860144,rochalevi@example.org,(084) 5048-6108,"Viela Manuella Farias, 41
Cabana Do Pai Tomás
26426-728 Farias de Goiás / PE",Peixoto de Jesus,Acre,96669319,1972-02-20,53,Representante comercial,Moreira Lopes e Filhos,30868.54,1.99,107.7,27.2,71368.57,6011253744704023,806.13,12,2025-03-28 08:16:43
197,Sra. Marina Barros,187.623.904-22,462573813,aliceazevedo@example.org,71 5995-2949,"Viela Theodoro Vasconcelos, 63
Confisco
26702257 Freitas de Pinto / PE",Novaes,Mato Grosso do Sul,74725-340,1950-05-14,75,Musicoterapeuta,Pinto Ltda.,3652.59,1.7,87.1,30.1,85157.66,4229322342859,524.81,1,2022-03-18 09:12:59
198,Ísis Silveira,387.165.490-66,041537269,monteiroemanuel@example.org,(084) 5376 8123,"Trecho José Silveira, 73
Parque São José
68542-627 Monteiro do Sul / RN",Montenegro,Mato Grosso do Sul,12193-192,2005-06-04,20,Corretor de seguros,Garcia - ME,41057.97,1.55,58.0,24.1,66450.83,4472548439599548,390.23,9,2024-07-05 18:16:46
199,João Miguel Sampaio,375.024.189-97,347182057,xnunes@example.com,0800 150 9738,"Conjunto Samuel Guerra, 11
Nossa Senhora Da Conceição
53238-707 Aragão Paulista / AP",da Conceição de Minas,Minas Gerais,96082385,1993-01-11,32,Administrador de banco de dados DBA,Pinto Silveira S.A.,14264.36,1.71,54.4,18.6,60384.6,348366596510897,706.09,1,2023-07-06 11:48:42
200,Pedro Oliveira,758.213.640-35,53128704X,lrios@example.net,(041) 1327-4431,"Ladeira de Duarte, 81
Parque São Pedro
43548-345 Fonseca do Norte / RN",Lima da Prata,Paraíba,95910316,2000-06-09,25,General,Fernandes,42522.58,1.65,99.0,36.4,14957.42,344672558768959,811.09,6,2025-06-25 15:00:20
201,Dra. Stella Silveira,106.859.734-84,21048763X,anna-lizaraujo@example.com,+55 (081) 6310 7890,"Jardim Yago Cunha, 22
Esplanada
47429756 Cassiano Grande / SE",Silveira do Campo,Paraíba,91393053,1952-11-30,72,Carteiro,Cardoso S/A,41628.36,1.72,55.6,18.8,59988.8,38294467316498,429.51,3,2022-04-22 14:56:37
202,Maria Fernanda Porto,568.734.291-55,460382573,costelamaria-vitoria@example.net,(011) 4641-5715,"Quadra Vieira, 52
Diamante
31403-378 Costa de Machado / PB",Teixeira de da Mota,Mato Grosso,73640162,1984-12-31,40,Numerólogo,Macedo S.A.,34857.62,1.9,77.0,21.3,11958.86,4228988212007318,672.02,18,2025-06-23 12:45:43
203,Fernando Garcia,475.028.631-17,520618373,vitorda-rocha@example.net,21 0918 4718,"Loteamento Beatriz Lopes
Vila Nova Dos Milionarios
31846119 Pastor / PA",da Luz,Distrito Federal,23230-149,1972-12-16,52,Vigilante noturno/diurno,Castro,49548.93,1.6,64.9,25.4,48438.24,4704671164126962,334.82,6,2024-11-30 11:32:16
204,Maria Isis da Cruz,415.802.367-07,24618730X,lorenavargas@example.org,0500 043 4166,"Feira Isadora Almeida, 18
Brasil Industrial
35596-718 Moura / PA",Melo da Praia,Paraná,35459363,1946-05-29,79,Farmacêutico,da Cruz Ltda.,15863.75,1.62,86.3,32.9,6842.38,3546861050882828,761.5,12,2023-11-09 17:10:26
205,Giovanna da Costa,975.410.236-80,712384509,afonseca@example.org,51 0433 9085,"Esplanada Isabela Albuquerque
Cachoeirinha
22421-586 Silveira do Norte / ES",da Luz,Goiás,40993-300,1965-05-29,60,Lapidário,da Paz,30012.38,1.64,108.6,40.4,73750.11,501820023221,847.25,0,2023-11-06 09:03:33
206,Caroline Ribeiro,620.549.317-99,603128476,luiza14@example.org,61 8143-6520,"Vale de Cunha, 42
Santa Tereza
32320-417 Lopes Grande / SE",da Mata,Roraima,54062857,1968-04-17,57,Lutador de luta livre,Guerra,26444.5,1.66,117.1,42.5,47722.74,213148052535077,661.65,13,2022-02-01 01:11:37
207,Emanuelly Cavalcante,798.154.023-23,438072510,agathavargas@example.net,+55 (081) 0771 5157,"Sítio Luísa Sousa, 69
Centro
01002336 da Conceição / MA",Fogaça da Mata,Roraima,70934-864,1956-06-03,69,Militar do Exército,Rodrigues - ME,6108.74,1.6,52.9,20.7,19902.4,5403305565320269,515.7,17,2022-10-08 02:36:57
208,Murilo Mendes,642.097.813-04,024361586,zaragao@example.org,+55 (021) 1082-9916,"Pátio João Miguel Fogaça, 588
Acaiaca
24090-894 Rios dos Dourados / RS",Camargo,Rio Grande do Sul,09913503,2007-08-04,18,Médico cirurgião,Machado,24116.39,1.57,65.9,26.7,92033.0,213166593582853,631.36,19,2025-02-16 07:05:08
209,Cauê da Rosa,194.865.723-64,314056282,sampaioluiz-otavio@example.net,0900-310-0793,"Vereda de Santos, 47
Flamengo
62161989 Pastor / AL",Martins,Amazonas,91419825,1971-04-04,54,Separador,Martins Cirino S/A,26333.98,1.72,117.2,39.6,65917.28,3596254228309610,789.27,6,2025-04-15 01:30:47
210,Diego Castro,152.983.746-46,062371484,milenaabreu@example.com,71 3448 8758,"Condomínio Camargo, 9
São João
30291757 Vargas de Goiás / SC",Santos,Ceará,20570786,1971-08-13,54,Bartender,Gonçalves S/A,25551.86,1.82,96.3,29.1,23010.09,4406637844960686035,344.85,8,2022-06-17 21:22:21
211,Caio Andrade,740.538.291-60,017345686,anovaes@example.net,41 2989 2890,"Loteamento de Brito, 5
Frei Leopoldo
75791-966 Macedo / PB",Moraes,Espírito Santo,25425848,1961-11-22,63,Radialista programador,Rodrigues Costa - ME,10907.25,1.77,117.0,37.3,7727.97,3567305974671242,553.41,20,2025-09-08 07:21:34
212,Maria Fernanda Costa,089.465.273-74,165237843,ana-vitoriasantos@example.net,0500 627 5248,"Vereda Eloá da Costa, 10
Xodo-Marize
38622-394 Moreira dos Dourados / MG",Marques da Serra,Tocantins,82599-603,1975-01-26,50,Gerente de riscos em seguros,Rocha,36628.57,1.93,72.0,19.3,71978.8,5175393934928109,682.47,4,2024-11-09 04:07:24
213,Sr. Samuel Pastor,850.426.739-38,418562076,calebecamargo@example.com,(061) 6521 8963,"Lago Gael Henrique Farias, 61
Vila Cloris
82524161 Machado de Dias / PI",Lopes,Pernambuco,50724-374,2000-11-17,24,Lanterneiro,Moraes Fernandes Ltda.,46067.43,1.74,74.9,24.7,19842.07,349102619570587,838.57,15,2023-06-05 12:29:11
214,Maria Liz Correia,510.382.769-77,701485322,wcampos@example.net,+55 (081) 1828 1588,"Estação José Machado, 25
Vila Rica
11729-070 Fernandes / PB",Guerra de Machado,Sergipe,60145-524,1980-08-01,45,Mergulhador,da Rocha,45413.65,1.83,56.2,16.8,82411.26,501850449866,449.79,16,2024-10-24 17:12:23
215,Antonella Sales,076.159.243-16,205478360,fpacheco@example.com,+55 11 5446-9113,"Praia Clara Cunha, 94
Novo São Lucas
14388724 Costa Alegre / SE",Cirino,Mato Grosso do Sul,41757-020,1953-11-24,71,Engenheiro de horticultura,Lima,14731.4,1.59,54.7,21.6,34178.12,3517626761018607,679.59,11,2021-10-05 15:11:22
216,Renan Câmara,071.943.865-93,182306549,martinsnicolas@example.net,+55 81 1923-4049,"Favela Esther Vieira, 25
Vila Suzana Segunda Seção
43181-366 Correia / RR",Guerra de Costela,Paraíba,02603036,1997-11-01,27,Protético dentário,Nunes,23511.33,1.77,51.5,16.4,30934.25,4364296470063761823,738.15,9,2024-03-01 11:04:36
217,Maria Isis Farias,263.987.415-28,630217841,maria-vitoriacavalcanti@example.com,31 8379 4616,"Viela Ester Souza, 40
Granja De Freitas
55273011 Sampaio / SP",Ribeiro das Pedras,São Paulo,28986-268,1961-06-14,64,Afiador de ferramentas,Teixeira Jesus - EI,36703.81,1.52,54.5,23.6,56058.85,4553280111961976,820.68,17,2025-06-18 01:18:16
218,Sr. Mathias Moraes,193.546.702-61,587032613,jade47@example.net,+55 (084) 1925 3301,"Aeroporto de Costela, 1
Aarão Reis
23545-138 da Mota de Dias / SC",Freitas de Ramos,Distrito Federal,47772-285,1981-03-30,44,Cobrador de ônibus,Silveira Moreira Ltda.,20993.85,1.67,66.2,23.7,50636.52,213165050400237,476.71,18,2022-04-30 05:57:56
219,Vinicius Pinto,824.701.569-20,840375268,emanuelly41@example.org,0800-599-0716,"Travessa de Castro, 63
Vila Santa Monica 1ª Seção
03471-716 Monteiro de Goiás / PR",Rocha da Prata,Amazonas,09515547,1978-06-26,47,Promotor público/de justiça,Costa - EI,12289.65,1.78,97.0,30.6,93816.7,6514357182945022,476.86,11,2021-07-30 13:46:57
220,Luigi Caldeira,970.538.261-12,57268034X,vieiraester@example.com,+55 11 0447 3871,"Campo Carolina Freitas, 825
Pindura Saia
23725832 Santos de Minas / AL",Sales,Rio Grande do Norte,40351-984,1964-06-10,61,Eletricista,da Costa Cassiano Ltda.,22167.2,1.75,73.8,24.1,54732.54,5532163528467386,605.25,15,2023-07-10 01:26:14
221,Srta. Maria Cecília Moura,317.642.958-46,075126382,laura60@example.net,+55 71 7971 4186,"Vila Nicole Sales, 32
Novo Das Industrias
92128530 Nascimento de Goiás / MA",Pereira Paulista,Rio Grande do Norte,36729-251,1992-08-25,33,Diagramador,Vasconcelos,17522.65,1.51,66.4,29.1,59886.66,6519006626782187,605.56,11,2021-11-27 17:19:02
222,Dr. Vitor Camargo,285.497.103-50,483256109,das-nevesdante@example.com,+55 41 5691-5541,"Viela Lívia Guerra, 91
Marieta 1ª Seção
00831-712 Castro de da Costa / AM",Fernandes,Rondônia,96863959,1965-05-10,60,Tecnólogo em navegação fluvial,da Cruz,18226.01,1.97,79.4,20.5,35153.03,4446190240671753,303.77,9,2022-05-25 04:18:21
223,Henrique Souza,690.483.172-31,501786326,xoliveira@example.org,+55 61 5807-0734,"Condomínio de Viana, 46
Beija Flor
71967-269 da Mota / PB",Lima,Maranhão,72579-073,1982-07-26,43,Professor,Sousa,6759.25,1.7,88.2,30.5,81109.79,4739049767952713,516.57,19,2024-10-22 04:43:22
224,Benjamin Sampaio,190.723.548-50,561380478,nogueiramurilo@example.net,(051) 9021-6677,"Vale de Caldeira, 74
Califórnia
64864782 Siqueira / SP",Pimenta,Distrito Federal,69061018,2002-05-21,23,Biólogo,Vieira,22007.41,1.88,61.0,17.3,35993.51,213136772170663,333.39,7,2025-06-16 20:56:27
225,Srta. Maitê Lima,625.390.148-60,360428514,lorena71@example.org,+55 (071) 7856-4881,"Colônia Clara Silveira, 58
Marçola
68845831 Sá de Aragão / SP",Martins Alegre,Pará,51979-692,1994-11-21,30,Coveiro/Sepultador,da Rosa,15751.45,1.74,93.2,30.8,49878.37,30377555742895,350.11,19,2025-07-26 06:39:33
226,Srta. Lunna Rodrigues,862.473.950-00,620758417,novaisana-liz@example.net,(041) 8242-7250,"Avenida Joaquim Montenegro, 3
Conjunto Jatoba
14242763 Nogueira Alegre / SP",Machado,Rondônia,03588-065,1953-02-27,72,Percursionista,Jesus,14920.85,1.78,107.3,33.9,69472.8,213116308634937,467.43,2,2021-01-05 16:33:03
227,Sr. Samuel Gomes,305.629.471-16,351084678,sophie79@example.org,(021) 8753-9221,"Esplanada de Leão, 76
Aparecida 7ª Seção
10530592 Lopes de Nunes / PI",Cavalcanti,Tocantins,19076-753,1953-12-09,71,Enólogo,Peixoto Araújo e Filhos,5974.92,1.85,105.9,30.9,90249.14,501866659334,337.02,18,2024-04-06 09:32:42
228,Agatha Ferreira,312.659.408-51,017238651,enzo23@example.net,(031) 5196-1705,"Condomínio Davi Lucca Camargo
Paraíso
83461873 Barros das Pedras / MG",da Rosa,Sergipe,95234176,2003-09-22,22,Profissional de linguística,Rios - EI,33854.05,1.97,94.2,24.3,37512.86,5496515286532517,654.5,14,2022-11-23 19:46:57
229,Júlia Pimenta,513.468.920-24,130456780,augusto00@example.org,+55 (081) 7713 1185,"Pátio Fernanda Monteiro, 86
Andiroba
95501660 Cardoso / ES",Fernandes de Nunes,Rondônia,00120-991,1960-12-15,64,Naturólogo,Melo,43642.49,1.67,90.3,32.4,85735.04,213125348827039,708.42,8,2023-06-19 23:54:55
230,Beatriz Sousa,269.350.714-61,308427154,da-rosaana-sophia@example.org,+55 (084) 7080-2935,"Quadra Isaque Teixeira
Leticia
75185-420 Santos dos Dourados / RS",Silveira Verde,Maranhão,33233-847,1992-06-25,33,Maquiador,Nunes,46014.23,1.94,84.6,22.5,11849.99,3554255428562593,447.79,11,2023-01-15 04:54:27
231,Pedro Lucas da Costa,475.923.801-88,852610439,yago83@example.org,11 3148-2592,"Passarela Stephany Caldeira, 324
São Jorge 3ª Seção
96521768 Duarte / BA",Andrade das Pedras,São Paulo,48909563,1985-10-21,39,Jóquei,da Rocha,29652.02,1.94,95.0,25.2,74708.78,5281624162746636,501.13,8,2024-08-28 08:53:19
232,Kamilly Teixeira,904.871.352-88,813705629,beniciopereira@example.org,+55 (071) 6105 6629,"Lago Duarte, 9
Vila Petropolis
51529313 Cavalcanti de Minas / AM",Albuquerque,Maranhão,21152325,1971-07-26,54,Patinador,Casa Grande,49464.12,1.94,66.3,17.6,25893.69,060488485396,566.48,11,2022-08-19 01:08:41
233,Caleb da Paz,098.153.476-75,328175602,maria-lizsiqueira@example.org,+55 (041) 5934-4700,"Ladeira Ana Lívia da Costa, 27
Alta Tensão 2ª Seção
85705839 Silveira Grande / RO",Cavalcanti da Prata,Alagoas,44020-163,1952-01-14,73,Diretor de fotografia,Teixeira,17137.38,1.66,59.8,21.7,25880.15,38412571044828,433.39,5,2022-04-04 00:34:43
234,Juliana Duarte,294.750.863-74,275684015,maria82@example.net,0300 110 5816,"Morro de Pinto, 9
Lindéia
05135-243 Câmara / TO",Albuquerque de Caldeira,Santa Catarina,87297-995,1973-11-02,51,Assessor de imprensa,Aragão - ME,43582.01,1.93,73.0,19.6,48084.02,676295801408,479.38,3,2022-02-27 22:25:06
235,Carlos Eduardo Andrade,819.430.756-20,653140289,aparecidavalentim@example.org,(041) 9232-1666,"Feira Santos
Barro Preto
62627229 da Costa Alegre / SE",Pereira de Minas,São Paulo,29413518,1973-12-30,51,Aviador,Freitas,19905.45,1.53,61.3,26.2,10902.16,4722825009205914,647.66,1,2025-04-03 03:59:44
