id,nome_completo,cpf,rg,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,numero_cartao,score_credito,tempo_cliente,data_cadastro
185,Pedro Henrique Aparecida,731.659.048-39,856032177,xvieira@example.net,+55 84 6685-2533,Endereço Anonimizado,Cidade Anonimizada,Amapá,34962466,1998-03-22,26-35,Governanta,Silveira Sampaio - ME,Médio-Baixo,1.92,114.3,31.0,66753,3571608718657490,466,18,2023-05-16 06:14:22
186,Ana Laura da Mata,710.463.829-69,641258033,anthonymachado@example.net,(081) 1958 0070,Endereço Anonimizado,Cidade Anonimizada,São Paulo,99199-095,1989-08-22,36-45,Lactarista hospitalar,Vieira Lopes - ME,Médio-Baixo,1.83,67.2,20.1,12011,4512642482654367,811,16,2025-09-26 18:02:34
187,Dra. Jade Jesus,816.250.947-01,586032149,mayafreitas@example.net,+55 21 7849-6834,Endereço Anonimizado,Cidade Anonimizada,Tocantins,16600340,1976-07-19,46-55,Produtor fonográfico,Ferreira,Alto,1.53,91.8,39.2,39689,345833110539556,550,7,2023-07-03 11:01:05
188,Maysa Viana,263.714.950-70,153842672,ribeirodavi-lucas@example.net,+55 (011) 7310 2836,Endereço Anonimizado,Cidade Anonimizada,Alagoas,35241-388,1960-11-06,56-65,Necromaquiador,Almeida,Alto,1.69,110.4,38.7,81288,373147735835090,424,16,2021-04-23 12:54:39
189,Emanuel Cavalcante,875.641.320-35,610527848,apollo46@example.net,21 1040 5447,Endereço Anonimizado,Cidade Anonimizada,Ceará,58223-117,1986-09-21,36-45,Cientista social,da Rosa,Alto,1.72,100.1,33.8,94479,5155036839883150,356,10,2022-11-19 20:44:23
190,Clara da Mota,028.416.539-51,017283565,anthony-gabriel49@example.net,+55 (051) 4796 6808,Endereço Anonimizado,Cidade Anonimizada,Paraná,34041-779,1986-02-12,36-45,Engenheiro de iluminação,Nunes,Alto,1.81,50.5,15.4,82933,344020776853429,720,7,2020-10-30 04:07:41
191,Sra. Stephany Costela,723.601.984-40,170358628,mateus75@example.org,0900-097-9044,Endereço Anonimizado,Cidade Anonimizada,Amazonas,75408552,1975-01-31,46-55,Bioquímico,Costela,Alto,1.87,108.6,31.1,66387,4876135923783465,453,2,2020-10-09 23:56:32
192,Catarina Vieira,418.532.069-89,627453107,carvalhonicolas@example.com,+55 (041) 5102 8651,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,03195-282,1975-02-13,46-55,Engenheiro têxtil,Fonseca,Alto,1.59,64.5,25.5,55631,503826416904,569,4,2020-10-19 19:41:05
193,Lunna Sales,480.316.927-69,05486172X,brendapereira@example.org,0800 093 0779,Endereço Anonimizado,Cidade Anonimizada,Sergipe,96228-244,1974-04-13,46-55,Quitandeiro,Cunha,Alto,1.77,97.9,31.2,75898,4495997812886,648,13,2022-04-30 05:47:02
194,Luiz Fernando da Cunha,493.720.516-16,473206183,qoliveira@example.net,(011) 6220-9030,Endereço Anonimizado,Cidade Anonimizada,Paraíba,58242345,2006-08-20,18-25,Oculista,da Cruz,Alto,1.88,83.2,23.5,87743,586657849400,775,18,2025-09-14 07:27:23
195,Maria Júlia Peixoto,308.967.412-22,653712807,aylla03@example.com,81 6275 6665,Endereço Anonimizado,Cidade Anonimizada,Rio de Janeiro,32664613,1959-03-02,65+,Coach,Dias,Alto,1.66,85.3,31.0,81687,675954718309,817,15,2021-04-24 01:45:05
196,Heitor Nunes,049.183.276-13,753860144,rochalevi@example.org,(084) 5048-6108,Endereço Anonimizado,Cidade Anonimizada,Acre,96669319,1972-02-20,46-55,Representante comercial,Moreira Lopes e Filhos,Alto,1.99,107.7,27.2,70952,6011253744704023,799,12,2025-03-28 08:16:43
197,Sra. Marina Barros,187.623.904-22,462573813,aliceazevedo@example.org,71 5995-2949,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,74725-340,1950-05-14,65+,Musicoterapeuta,Pinto Ltda.,Baixo,1.7,87.1,30.1,84205,4229322342859,520,1,2022-03-18 09:12:59
198,Ísis Silveira,387.165.490-66,041537269,monteiroemanuel@example.org,(084) 5376 8123,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,12193-192,2005-06-04,18-25,Corretor de seguros,Garcia - ME,Alto,1.55,58.0,24.1,65289,4472548439599548,381,9,2024-07-05 18:16:46
199,João Miguel Sampaio,375.024.189-97,347182057,xnunes@example.com,0800 150 9738,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,96082385,1993-01-11,26-35,Administrador de banco de dados DBA,Pinto Silveira S.A.,Médio,1.71,54.4,18.6,60717,348366596510897,709,1,2023-07-06 11:48:42
200,Pedro Oliveira,758.213.640-35,53128704X,lrios@example.net,(041) 1327-4431,Endereço Anonimizado,Cidade Anonimizada,Paraíba,95910316,2000-06-09,18-25,General,Fernandes,Alto,1.65,99.0,36.4,16113,344672558768959,814,6,2025-06-25 15:00:20
201,Dra. Stella Silveira,106.859.734-84,21048763X,anna-lizaraujo@example.com,+55 (081) 6310 7890,Endereço Anonimizado,Cidade Anonimizada,Paraíba,91393053,1952-11-30,65+,Carteiro,Cardoso S/A,Alto,1.72,55.6,18.8,58188,38294467316498,428,3,2022-04-22 14:56:37
202,Maria Fernanda Porto,568.734.291-55,460382573,costelamaria-vitoria@example.net,(011) 4641-5715,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,73640162,1984-12-31,36-45,Numerólogo,Macedo S.A.,Alto,1.9,77.0,21.3,11366,4228988212007318,674,18,2025-06-23 12:45:43
203,Fernando Garcia,475.028.631-17,520618373,vitorda-rocha@example.net,21 0918 4718,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,23230-149,1972-12-16,46-55,Vigilante noturno/diurno,Castro,Alto,1.6,64.9,25.4,47627,4704671164126962,345,6,2024-11-30 11:32:16
204,Maria Isis da Cruz,415.802.367-07,24618730X,lorenavargas@example.org,0500 043 4166,Endereço Anonimizado,Cidade Anonimizada,Paraná,35459363,1946-05-29,65+,Farmacêutico,da Cruz Ltda.,Médio,1.62,86.3,32.9,7259,3546861050882828,772,12,2023-11-09 17:10:26
205,Giovanna da Costa,975.410.236-80,712384509,afonseca@example.org,51 0433 9085,Endereço Anonimizado,Cidade Anonimizada,Goiás,40993-300,1965-05-29,56-65,Lapidário,da Paz,Alto,1.64,108.6,40.4,75369,501820023221,848,0,2023-11-06 09:03:33
206,Caroline Ribeiro,620.549.317-99,603128476,luiza14@example.org,61 8143-6520,Endereço Anonimizado,Cidade Anonimizada,Roraima,54062857,1968-04-17,56-65,Lutador de luta livre,Guerra,Alto,1.66,117.1,42.5,48843,213148052535077,665,13,2022-02-01 01:11:37
207,Emanuelly Cavalcante,798.154.023-23,438072510,agathavargas@example.net,+55 (081) 0771 5157,Endereço Anonimizado,Cidade Anonimizada,Roraima,70934-864,1956-06-03,65+,Militar do Exército,Rodrigues - ME,Médio-Baixo,1.6,52.9,20.7,21105,5403305565320269,516,17,2022-10-08 02:36:57
208,Murilo Mendes,642.097.813-04,024361586,zaragao@example.org,+55 (021) 1082-9916,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,09913503,2007-08-04,18-25,Médico cirurgião,Machado,Alto,1.57,65.9,26.7,92314,213166593582853,645,19,2025-02-16 07:05:08
209,Cauê da Rosa,194.865.723-64,314056282,sampaioluiz-otavio@example.net,0900-310-0793,Endereço Anonimizado,Cidade Anonimizada,Amazonas,91419825,1971-04-04,46-55,Separador,Martins Cirino S/A,Alto,1.72,117.2,39.6,63845,3596254228309610,790,6,2025-04-15 01:30:47
210,Diego Castro,152.983.746-46,062371484,milenaabreu@example.com,71 3448 8758,Endereço Anonimizado,Cidade Anonimizada,Ceará,20570786,1971-08-13,46-55,Bartender,Gonçalves S/A,Alto,1.82,96.3,29.1,26371,4406637844960686035,342,8,2022-06-17 21:22:21
211,Caio Andrade,740.538.291-60,017345686,anovaes@example.net,41 2989 2890,Endereço Anonimizado,Cidade Anonimizada,Espírito Santo,25425848,1961-11-22,56-65,Radialista programador,Rodrigues Costa - ME,Médio,1.77,117.0,37.3,5555,3567305974671242,560,20,2025-09-08 07:21:34
212,Maria Fernanda Costa,089.465.273-74,165237843,ana-vitoriasantos@example.net,0500 627 5248,Endereço Anonimizado,Cidade Anonimizada,Tocantins,82599-603,1975-01-26,46-55,Gerente de riscos em seguros,Rocha,Alto,1.93,72.0,19.3,70351,5175393934928109,691,4,2024-11-09 04:07:24
213,Sr. Samuel Pastor,850.426.739-38,418562076,calebecamargo@example.com,(061) 6521 8963,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,50724-374,2000-11-17,18-25,Lanterneiro,Moraes Fernandes Ltda.,Alto,1.74,74.9,24.7,18396,349102619570587,832,15,2023-06-05 12:29:11
214,Maria Liz Correia,510.382.769-77,701485322,wcampos@example.net,+55 (081) 1828 1588,Endereço Anonimizado,Cidade Anonimizada,Sergipe,60145-524,1980-08-01,36-45,Mergulhador,da Rocha,Alto,1.83,56.2,16.8,81368,501850449866,450,16,2024-10-24 17:12:23
215,Antonella Sales,076.159.243-16,205478360,fpacheco@example.com,+55 11 5446-9113,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,41757-020,1953-11-24,65+,Engenheiro de horticultura,Lima,Médio,1.59,54.7,21.6,36629,3517626761018607,685,11,2021-10-05 15:11:22
216,Renan Câmara,071.943.865-93,182306549,martinsnicolas@example.net,+55 81 1923-4049,Endereço Anonimizado,Cidade Anonimizada,Paraíba,02603036,1997-11-01,26-35,Protético dentário,Nunes,Alto,1.77,51.5,16.4,30840,4364296470063761823,735,9,2024-03-01 11:04:36
217,Maria Isis Farias,263.987.415-28,630217841,maria-vitoriacavalcanti@example.com,31 8379 4616,Endereço Anonimizado,Cidade Anonimizada,São Paulo,28986-268,1961-06-14,56-65,Afiador de ferramentas,Teixeira Jesus - EI,Alto,1.52,54.5,23.6,59779,4553280111961976,826,17,2025-06-18 01:18:16
218,Sr. Mathias Moraes,193.546.702-61,587032613,jade47@example.net,+55 (084) 1925 3301,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,47772-285,1981-03-30,36-45,Cobrador de ônibus,Silveira Moreira Ltda.,Alto,1.67,66.2,23.7,50406,213165050400237,477,18,2022-04-30 05:57:56
219,Vinicius Pinto,824.701.569-20,840375268,emanuelly41@example.org,0800-599-0716,Endereço Anonimizado,Cidade Anonimizada,Amazonas,09515547,1978-06-26,46-55,Promotor público/de justiça,Costa - EI,Médio,1.78,97.0,30.6,95706,6514357182945022,475,11,2021-07-30 13:46:57
220,Luigi Caldeira,970.538.261-12,57268034X,vieiraester@example.com,+55 11 0447 3871,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,40351-984,1964-06-10,56-65,Eletricista,da Costa Cassiano Ltda.,Alto,1.75,73.8,24.1,54670,5532163528467386,598,15,2023-07-10 01:26:14
221,Srta. Maria Cecília Moura,317.642.958-46,075126382,laura60@example.net,+55 71 7971 4186,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,36729-251,1992-08-25,26-35,Diagramador,Vasconcelos,Médio,1.51,66.4,29.1,61087,6519006626782187,607,11,2021-11-27 17:19:02
222,Dr. Vitor Camargo,285.497.103-50,483256109,das-nevesdante@example.com,+55 41 5691-5541,Endereço Anonimizado,Cidade Anonimizada,Rondônia,96863959,1965-05-10,56-65,Tecnólogo em navegação fluvial,da Cruz,Médio,1.97,79.4,20.5,34519,4446190240671753,310,9,2022-05-25 04:18:21
223,Henrique Souza,690.483.172-31,501786326,xoliveira@example.org,+55 61 5807-0734,Endereço Anonimizado,Cidade Anonimizada,Maranhão,72579-073,1982-07-26,36-45,Professor,Sousa,Médio-Baixo,1.7,88.2,30.5,81882,4739049767952713,510,19,2024-10-22 04:43:22
224,Benjamin Sampaio,190.723.548-50,561380478,nogueiramurilo@example.net,(051) 9021-6677,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,69061018,2002-05-21,18-25,Biólogo,Vieira,Alto,1.88,61.0,17.3,34057,213136772170663,337,7,2025-06-16 20:56:27
225,Srta. Maitê Lima,625.390.148-60,360428514,lorena71@example.org,+55 (071) 7856-4881,Endereço Anonimizado,Cidade Anonimizada,Pará,51979-692,1994-11-21,26-35,Coveiro/Sepultador,da Rosa,Médio,1.74,93.2,30.8,50289,30377555742895,359,19,2025-07-26 06:39:33
226,Srta. Lunna Rodrigues,862.473.950-00,620758417,novaisana-liz@example.net,(041) 8242-7250,Endereço Anonimizado,Cidade Anonimizada,Rondônia,03588-065,1953-02-27,65+,Percursionista,Jesus,Médio,1.78,107.3,33.9,69156,213116308634937,468,2,2021-01-05 16:33:03
227,Sr. Samuel Gomes,305.629.471-16,351084678,sophie79@example.org,(021) 8753-9221,Endereço Anonimizado,Cidade Anonimizada,Tocantins,19076-753,1953-12-09,65+,Enólogo,Peixoto Araújo e Filhos,Baixo,1.85,105.9,30.9,89363,501866659334,343,18,2024-04-06 09:32:42
228,Agatha Ferreira,312.659.408-51,017238651,enzo23@example.net,(031) 5196-1705,Endereço Anonimizado,Cidade Anonimizada,Sergipe,95234176,2003-09-22,18-25,Profissional de linguística,Rios - EI,Alto,1.97,94.2,24.3,37778,5496515286532517,657,14,2022-11-23 19:46:57
229,Júlia Pimenta,513.468.920-24,130456780,augusto00@example.org,+55 (081) 7713 1185,Endereço Anonimizado,Cidade Anonimizada,Rondônia,00120-991,1960-12-15,56-65,Naturólogo,Melo,Alto,1.67,90.3,32.4,87456,213125348827039,721,8,2023-06-19 23:54:55
230,Beatriz Sousa,269.350.714-61,308427154,da-rosaana-sophia@example.org,+55 (084) 7080-2935,Endereço Anonimizado,Cidade Anonimizada,Maranhão,33233-847,1992-06-25,26-35,Maquiador,Nunes,Alto,1.94,84.6,22.5,8280,3554255428562593,431,11,2023-01-15 04:54:27
231,Pedro Lucas da Costa,475.923.801-88,852610439,yago83@example.org,11 3148-2592,Endereço Anonimizado,Cidade Anonimizada,São Paulo,48909563,1985-10-21,36-45,Jóquei,da Rocha,Alto,1.94,95.0,25.2,73927,5281624162746636,499,8,2024-08-28 08:53:19
232,Kamilly Teixeira,904.871.352-88,813705629,beniciopereira@example.org,+55 (071) 6105 6629,Endereço Anonimizado,Cidade Anonimizada,Maranhão,21152325,1971-07-26,46-55,Patinador,Casa Grande,Alto,1.94,66.3,17.6,27107,060488485396,566,11,2022-08-19 01:08:41
233,Caleb da Paz,098.153.476-75,328175602,maria-lizsiqueira@example.org,+55 (041) 5934-4700,Endereço Anonimizado,Cidade Anonimizada,Alagoas,44020-163,1952-01-14,65+,Diretor de fotografia,Teixeira,Médio,1.66,59.8,21.7,24019,38412571044828,446,5,2022-04-04 00:34:43
234,Juliana Duarte,294.750.863-74,275684015,maria82@example.net,0300 110 5816,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,87297-995,1973-11-02,46-55,Assessor de imprensa,Aragão - ME,Alto,1.93,73.0,19.6,46144,676295801408,486,3,2022-02-27 22:25:06
235,Carlos Eduardo Andrade,819.430.756-20,653140289,aparecidavalentim@example.org,(041) 9232-1666,Endereço Anonimizado,Cidade Anonimizada,São Paulo,29413518,1973-12-30,46-55,Aviador,Freitas,Médio,1.53,61.3,26.2,11348,4722825009205914,649,1,2025-04-03 03:59:44
236,Joaquim Mendonça,569.304.178-66,47613285X,evieira@example.net,0900 217 8445,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,44098214,1990-12-19,26-35,Astrônomo,Pereira S.A.,Alto,1.78,117.0,36.9,13005,377266769607666,665,14,2024-02-25 05:33:03
237,Natália Aparecida,375.401.862-08,031756426,rafaela07@example.org,(084) 6799 8429,Endereço Anonimizado,Cidade Anonimizada,Amapá,13106159,2005-11-18,18-25,Clínico geral,Albuquerque,Médio-Baixo,1.87,98.8,28.3,94897,4272190391446223731,816,2,2024-05-04 11:15:31
238,Arthur da Conceição,749.316.520-34,17082634X,salesravi@example.net,51 8782 0902,Endereço Anonimizado,Cidade Anonimizada,Rondônia,67138-822,2007-04-18,18-25,Psicomotricista,Azevedo - ME,Alto,1.79,111.8,34.9,44820,4859965309342788,559,13,2023-08-22 22:37:55
239,Hadassa da Rocha,570.692.843-65,172508435,isis68@example.org,+55 71 1015 7329,Endereço Anonimizado,Cidade Anonimizada,Ceará,77928-981,1976-03-11,46-55,Faxineiro,Almeida e Filhos,Alto,1.51,110.1,48.3,24590,2598199970010553,539,10,2021-05-13 05:16:52
240,Lunna Cunha,613.802.947-03,620134756,matheus47@example.org,(031) 8460-3235,Endereço Anonimizado,Cidade Anonimizada,Paraíba,85951228,2000-02-29,18-25,Médico,Aragão,Médio-Baixo,1.87,80.9,23.1,79664,2244175135365429,412,3,2023-05-29 02:03:02
241,Dra. Marcela da Cruz,371.548.906-57,538721467,ecavalcanti@example.net,+55 (021) 1522 6532,Endereço Anonimizado,Cidade Anonimizada,Pará,61982-404,1977-05-13,46-55,Salva-vidas,Rocha Novais e Filhos,Baixo,1.79,109.2,34.1,63030,3585467784626754,814,1,2022-06-14 17:37:28
242,João Pedro Oliveira,164.073.852-53,834570622,da-pazeduardo@example.com,(011) 7532 2721,Endereço Anonimizado,Cidade Anonimizada,Roraima,38273421,1976-01-01,46-55,Administrador de banco de dados DBA,Vieira Moreira S/A,Alto,1.6,72.4,28.3,10527,4844513697883092,738,4,2020-12-29 01:07:11
243,Dr. Thomas Araújo,490.527.836-83,340876128,da-pazmaya@example.net,(031) 5180-8269,Endereço Anonimizado,Cidade Anonimizada,Bahia,49209-687,1958-07-08,65+,Maitre,Nogueira - EI,Alto,1.82,52.0,15.7,33556,6011360275710251,520,3,2024-10-11 13:45:48
244,Mariana Oliveira,145.327.698-09,064853718,daparecida@example.org,+55 (041) 6233-4437,Endereço Anonimizado,Cidade Anonimizada,Pará,81313632,1992-12-29,26-35,Educador integrado à saúde pública,Cavalcante,Alto,1.75,70.3,23.0,32661,4957115464601,440,17,2022-09-08 17:50:02
245,Enzo Rios,098.216.473-40,673125488,maria-julia42@example.org,0300 169 2482,Endereço Anonimizado,Cidade Anonimizada,Rondônia,48350-197,1978-07-13,46-55,Profissional de áudio,Gomes,Alto,1.83,56.2,16.8,97748,3543618100565354,354,17,2021-11-02 21:29:42
246,Anna Liz Novais,593.041.872-14,560241380,andradedaniela@example.com,0300-784-2840,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,91573-713,1979-12-12,36-45,Auditor,Fernandes Peixoto - ME,Alto,1.58,88.3,35.4,19040,180098245082892,303,14,2020-12-03 17:28:24
247,Luiz Otávio da Mota,327.658.049-74,073564825,araujoana-livia@example.net,(081) 1048 3231,Endereço Anonimizado,Cidade Anonimizada,Paraná,98469791,1987-06-23,36-45,Tatuador,Gomes,Alto,1.98,109.5,27.9,27358,2703098382823706,758,3,2023-02-28 14:18:48
248,Ana Julia Peixoto,926.041.753-80,582367141,rafael22@example.net,+55 71 5996 3220,Endereço Anonimizado,Cidade Anonimizada,Amazonas,40893-430,1952-06-01,65+,Engenheiro de iluminação,Santos - ME,Alto,1.9,108.2,30.0,70192,584351866861,467,14,2025-09-05 17:20:05
249,Dr. Ravy Vargas,385.496.701-20,324075613,montenegroluiza@example.com,84 5626-3418,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,98319-441,1984-04-19,36-45,Engenheiro de produto ou produção,Dias Ltda.,Médio,1.99,104.8,26.5,38373,4698411205133653,472,2,2021-04-11 00:43:33
250,Raquel Vieira,489.517.063-20,375602410,sampaiopedro@example.com,(084) 6440 6031,Endereço Anonimizado,Cidade Anonimizada,Roraima,53028-039,1981-04-05,36-45,Urologista,Pereira S.A.,Alto,1.82,60.1,18.1,72582,568921674616,345,5,2023-08-28 22:30:21
251,Dr. Yuri Alves,739.812.605-03,254381674,vargasravi@example.com,+55 31 2687-1878,Endereço Anonimizado,Cidade Anonimizada,Amapá,62172-347,2007-09-26,18-25,Estilista,Silveira,Alto,1.93,77.3,20.8,70240,30503704726741,486,1,2024-07-17 07:36:38
252,Evelyn Vasconcelos,632.587.409-92,817630521,leaofernanda@example.net,(051) 2096-9543,Endereço Anonimizado,Cidade Anonimizada,Amazonas,63058249,1959-08-24,65+,Cenógrafo,Jesus,Médio,1.91,103.1,28.3,15814,213190134759168,749,5,2023-07-07 14:26:31
253,Enrico Camargo,278.943.160-40,02583714X,ceciliabarros@example.net,+55 (071) 9206-1533,Endereço Anonimizado,Cidade Anonimizada,Pará,43909-950,1970-09-05,46-55,Cenógrafo,Martins,Médio,1.62,104.2,39.7,97128,4797855333986368,844,17,2023-07-01 17:24:51
254,Levi da Rosa,164.852.037-53,568140278,manuelasousa@example.org,(084) 4039-4786,Endereço Anonimizado,Cidade Anonimizada,Amapá,68725-780,1969-06-21,56-65,Assistente de produção,Melo - EI,Alto,1.56,73.9,30.4,13226,4878199526387510,601,20,2023-10-10 18:37:36
255,Brayan Macedo,380.476.219-04,148370627,valentinavieira@example.com,+55 (071) 5326-6555,Endereço Anonimizado,Cidade Anonimizada,Tocantins,40662-224,1973-10-07,46-55,Pedagogo,Albuquerque Machado - EI,Alto,1.85,66.7,19.5,16870,4969345389607,563,19,2021-12-21 02:28:26
256,Dra. Heloisa Ramos,289.607.315-95,072346516,icamargo@example.net,+55 (051) 1850 5507,Endereço Anonimizado,Cidade Anonimizada,Espírito Santo,20208539,1988-01-20,36-45,Fotógrafo,Freitas,Alto,1.82,107.1,32.3,78860,4759038757363135,591,6,2024-03-22 16:24:29
257,Davi Ribeiro,264.817.093-69,751682408,juliana17@example.org,(021) 6055-3887,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,90727195,1980-09-08,36-45,Maestro,Sousa S/A,Médio,1.66,85.9,31.2,11337,6527901163177140,329,0,2022-05-29 10:32:18
258,Anthony Gabriel Cavalcanti,821.907.365-95,517064388,leticiaduarte@example.com,+55 (051) 2909 8077,Endereço Anonimizado,Cidade Anonimizada,Amapá,79130338,1994-01-04,26-35,Odontologista estético,Novaes Cunha - ME,Alto,1.5,94.0,41.8,48285,30367958683960,368,8,2025-02-07 23:04:52
259,Lucca Vasconcelos,328.975.401-41,108324576,gpeixoto@example.net,+55 (084) 4901 2977,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,20523-406,2004-01-14,18-25,Geólogo,Cavalcanti,Alto,1.7,79.0,27.3,32595,6011120093715407,794,3,2024-09-27 09:11:42
260,José Pedro Pereira,153.026.849-42,01532476X,amandacosta@example.org,0900-539-9504,Endereço Anonimizado,Cidade Anonimizada,Alagoas,92790151,1975-09-26,46-55,Veterinário,Silva Ribeiro S/A,Alto,1.68,104.0,36.8,30379,6011607636331296,385,1,2021-01-11 17:14:09
261,Davi Luiz Farias,706.234.518-08,261740830,gcardoso@example.com,+55 (081) 2546-2420,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,14948316,2006-02-14,18-25,Empacotador,Pimenta,Alto,1.96,57.8,15.0,84101,30450237552196,624,13,2023-02-17 01:21:01
262,Srta. Lara Farias,381.276.495-46,256783147,manuela07@example.net,81 9147 9145,Endereço Anonimizado,Cidade Anonimizada,Pará,96822703,1984-04-27,36-45,Promotor de vendas,Rodrigues - ME,Alto,1.57,118.0,47.9,5449,676121524968,576,14,2021-08-14 03:27:41
263,Ravy Silveira,614.235.798-28,781034620,monteirolivia@example.net,0300-430-0862,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,40380822,1969-11-29,46-55,Controller,Novais,Baixo,1.63,91.9,34.6,60382,6011578305234345,421,8,2022-01-11 06:55:46
264,Thiago Duarte,021.798.346-40,742056314,pimentaalicia@example.com,+55 21 5460-7401,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,52985-908,1962-05-06,56-65,Técnico em agropecuária,Moreira S.A.,Médio-Baixo,1.96,50.3,13.1,35994,3501711778999284,836,2,2024-02-18 23:43:34
265,Srta. Liz Albuquerque,096.582.471-30,438650219,pachecoliz@example.org,+55 (051) 9964 0553,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,94629-084,2004-01-14,18-25,Reumatologista,da Cruz,Alto,1.53,75.8,32.4,54030,376707342573579,605,20,2024-03-06 19:49:17
266,Anthony Gomes,562.190.437-07,386457219,ramosfernanda@example.com,+55 31 2804-6839,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,75335-134,1953-12-17,65+,Engenheiro agrimensor,da Conceição,Alto,1.88,89.4,25.3,48971,4197608684997239832,541,11,2020-11-17 22:39:28
267,Emanuelly Aragão,590.432.817-60,265781048,joao-pedronovais@example.com,41 5708-0582,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,94986-688,1991-02-21,26-35,Empresário,Casa Grande,Médio-Baixo,1.57,59.4,24.1,38678,4461711738299763,572,4,2024-01-11 17:06:05
268,Bento Brito,025.847.169-76,074328153,maria-flor49@example.org,+55 41 8675 3150,Endereço Anonimizado,Cidade Anonimizada,Roraima,31337-319,1981-09-14,36-45,Promotor público/de justiça,Caldeira Cavalcanti e Filhos,Alto,1.75,53.7,17.5,26820,344189214648301,556,10,2021-05-04 18:38:20
269,Srta. Eloah Marques,851.297.304-88,473518065,xguerra@example.com,0300 907 3029,Endereço Anonimizado,Cidade Anonimizada,Sergipe,67343314,1964-03-08,56-65,Empresário,Nogueira,Alto,1.75,106.2,34.7,52485,3561781828537621,708,14,2021-08-26 18:54:12
270,Gael Guerra,348.916.520-98,52687031X,costagael@example.com,0800 922 8422,Endereço Anonimizado,Cidade Anonimizada,São Paulo,69987-962,1982-01-27,36-45,Neurologista,Leão,Médio,1.62,66.4,25.3,94224,4501874188520,525,13,2022-09-26 01:19:37
271,Dra. Hellena das Neves,163.954.802-51,28546307X,henry-gabrielcamara@example.net,(061) 4522-0008,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,84955209,1991-10-11,26-35,Gerente de riscos em seguros,Sá,Médio,1.91,57.0,15.6,39211,3543015327887291,655,6,2020-10-27 03:18:49
272,José Cassiano,706.485.231-44,758042139,gael-henriquemoraes@example.com,+55 84 3303-5053,Endereço Anonimizado,Cidade Anonimizada,Bahia,93847-063,1995-11-30,26-35,Xilógrafo,Novaes,Alto,1.84,87.6,25.9,86105,2431398110214734,668,14,2021-07-29 18:19:26
273,Hellena Novais,025.617.843-71,76120345X,cirinoaylla@example.com,+55 51 4120 3549,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,47388429,1960-05-03,56-65,Encarregado de manutenção predial,Fernandes,Médio,1.8,73.1,22.6,22704,213119915126495,451,9,2024-11-06 22:40:23
274,Mariah Andrade,360.189.527-77,804367516,nascimentocaleb@example.net,0500 345 4949,Endereço Anonimizado,Cidade Anonimizada,Bahia,80255697,1962-08-12,56-65,Escultor,Mendonça,Alto,1.73,72.5,24.2,76225,4036783645863268756,342,20,2023-04-13 10:57:12
275,Dr. Mateus Costa,970.516.834-20,504781364,da-cruzayla@example.org,0800-736-8670,Endereço Anonimizado,Cidade Anonimizada,Acre,87028215,2004-06-29,18-25,Promotor de vendas,Teixeira S.A.,Médio,1.81,88.2,26.9,57810,2652975548478809,791,7,2023-10-22 20:59:54
276,Srta. Milena Fernandes,514.209.736-06,470632586,araujopedro-henrique@example.com,+55 41 2386 5089,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,36105988,1967-04-19,56-65,Infectologista,Fonseca,Alto,1.76,54.7,17.7,98762,30046065808922,483,4,2025-06-13 00:15:50
277,Cecilia Moura,381.290.475-60,305746121,ebarbosa@example.net,0800-626-8633,Endereço Anonimizado,Cidade Anonimizada,Rio de Janeiro,87618568,1968-12-04,56-65,Taxista,Santos S.A.,Alto,1.62,92.1,35.1,83288,6520959555005672,418,2,2023-11-23 21:58:21
