id,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,score_credito,tempo_cliente,data_cadastro
196,rochalevi@example.org,(084) 5048-6108,"Viela Manuella Farias, 41
Cabana Do Pai Tomás
26426-728 Farias de Goiás / PE",Peixoto de Jesus,Acre,96669319,1972-02-20,53,Representante comercial,Moreira Lopes e Filhos,31075,1.99,107.7,27.2,70952,799,12,2025-03-28 08:16:43
197,aliceazevedo@example.org,71 5995-2949,"Viela Theodoro Vasconcelos, 63
Confisco
26702257 Freitas de Pinto / PE",Novaes,Mato Grosso do Sul,74725-340,1950-05-14,75,Musicoterapeuta,Pinto Ltda.,4286,1.7,87.1,30.1,84205,520,1,2022-03-18 09:12:59
198,monteiroemanuel@example.org,(084) 5376 8123,"Trecho José Silveira, 73
Parque São José
68542-627 Monteiro do Sul / RN",Montenegro,Mato Grosso do Sul,12193-192,2005-06-04,20,Corretor de seguros,Garcia - ME,41358,1.55,58.0,24.1,65289,381,9,2024-07-05 18:16:46
199,xnunes@example.com,0800 150 9738,"Conjunto Samuel Guerra, 11
Nossa Senhora Da Conceição
53238-707 Aragão Paulista / AP",da Conceição de Minas,Minas Gerais,96082385,1993-01-11,32,Administrador de banco de dados DBA,Pinto Silveira S.A.,13920,1.71,54.4,18.6,60717,709,1,2023-07-06 11:48:42
200,lrios@example.net,(041) 1327-4431,"Ladeira de Duarte, 81
Parque São Pedro
43548-345 Fonseca do Norte / RN",Lima da Prata,Paraíba,95910316,2000-06-09,25,General,Fernandes,42770,1.65,99.0,36.4,16113,814,6,2025-06-25 15:00:20
201,anna-lizaraujo@example.com,+55 (081) 6310 7890,"Jardim Yago Cunha, 22
Esplanada
47429756 Cassiano Grande / SE",Silveira do Campo,Paraíba,91393053,1952-11-30,72,Carteiro,Cardoso S/A,41416,1.72,55.6,18.8,58188,428,3,2022-04-22 14:56:37
202,costelamaria-vitoria@example.net,(011) 4641-5715,"Quadra Vieira, 52
Diamante
31403-378 Costa de Machado / PB",Teixeira de da Mota,Mato Grosso,73640162,1984-12-31,40,Numerólogo,Macedo S.A.,35320,1.9,77.0,21.3,11366,674,18,2025-06-23 12:45:43
203,vitorda-rocha@example.net,21 0918 4718,"Loteamento Beatriz Lopes
Vila Nova Dos Milionarios
31846119 Pastor / PA",da Luz,Distrito Federal,23230-149,1972-12-16,52,Vigilante noturno/diurno,Castro,48457,1.6,64.9,25.4,47627,345,6,2024-11-30 11:32:16
204,lorenavargas@example.org,0500 043 4166,"Feira Isadora Almeida, 18
Brasil Industrial
35596-718 Moura / PA",Melo da Praia,Paraná,35459363,1946-05-29,79,Farmacêutico,da Cruz Ltda.,16259,1.62,86.3,32.9,7259,772,12,2023-11-09 17:10:26
205,afonseca@example.org,51 0433 9085,"Esplanada Isabela Albuquerque
Cachoeirinha
22421-586 Silveira do Norte / ES",da Luz,Goiás,40993-300,1965-05-29,60,Lapidário,da Paz,30725,1.64,108.6,40.4,75369,848,0,2023-11-06 09:03:33
206,luiza14@example.org,61 8143-6520,"Vale de Cunha, 42
Santa Tereza
32320-417 Lopes Grande / SE",da Mata,Roraima,54062857,1968-04-17,57,Lutador de luta livre,Guerra,25221,1.66,117.1,42.5,48843,665,13,2022-02-01 01:11:37
207,agathavargas@example.net,+55 (081) 0771 5157,"Sítio Luísa Sousa, 69
Centro
01002336 da Conceição / MA",Fogaça da Mata,Roraima,70934-864,1956-06-03,69,Militar do Exército,Rodrigues - ME,6389,1.6,52.9,20.7,21105,516,17,2022-10-08 02:36:57
208,zaragao@example.org,+55 (021) 1082-9916,"Pátio João Miguel Fogaça, 588
Acaiaca
24090-894 Rios dos Dourados / RS",Camargo,Rio Grande do Sul,09913503,2007-08-04,18,Médico cirurgião,Machado,23684,1.57,65.9,26.7,92314,645,19,2025-02-16 07:05:08
209,sampaioluiz-otavio@example.net,0900-310-0793,"Vereda de Santos, 47
Flamengo
62161989 Pastor / AL",Martins,Amazonas,91419825,1971-04-04,54,Separador,Martins Cirino S/A,25514,1.72,117.2,39.6,63845,790,6,2025-04-15 01:30:47
210,milenaabreu@example.com,71 3448 8758,"Condomínio Camargo, 9
São João
30291757 Vargas de Goiás / SC",Santos,Ceará,20570786,1971-08-13,54,Bartender,Gonçalves S/A,25717,1.82,96.3,29.1,26371,342,8,2022-06-17 21:22:21
211,anovaes@example.net,41 2989 2890,"Loteamento de Brito, 5
Frei Leopoldo
75791-966 Macedo / PB",Moraes,Espírito Santo,25425848,1961-11-22,63,Radialista programador,Rodrigues Costa - ME,10974,1.77,117.0,37.3,5555,560,20,2025-09-08 07:21:34
212,ana-vitoriasantos@example.net,0500 627 5248,"Vereda Eloá da Costa, 10
Xodo-Marize
38622-394 Moreira dos Dourados / MG",Marques da Serra,Tocantins,82599-603,1975-01-26,50,Gerente de riscos em seguros,Rocha,35600,1.93,72.0,19.3,70351,691,4,2024-11-09 04:07:24
213,calebecamargo@example.com,(061) 6521 8963,"Lago Gael Henrique Farias, 61
Vila Cloris
82524161 Machado de Dias / PI",Lopes,Pernambuco,50724-374,2000-11-17,24,Lanterneiro,Moraes Fernandes Ltda.,45672,1.74,74.9,24.7,18396,832,15,2023-06-05 12:29:11
214,wcampos@example.net,+55 (081) 1828 1588,"Estação José Machado, 25
Vila Rica
11729-070 Fernandes / PB",Guerra de Machado,Sergipe,60145-524,1980-08-01,45,Mergulhador,da Rocha,46362,1.83,56.2,16.8,81368,450,16,2024-10-24 17:12:23
215,fpacheco@example.com,+55 11 5446-9113,"Praia Clara Cunha, 94
Novo São Lucas
14388724 Costa Alegre / SE",Cirino,Mato Grosso do Sul,41757-020,1953-11-24,71,Engenheiro de horticultura,Lima,14968,1.59,54.7,21.6,36629,685,11,2021-10-05 15:11:22
216,martinsnicolas@example.net,+55 81 1923-4049,"Favela Esther Vieira, 25
Vila Suzana Segunda Seção
43181-366 Correia / RR",Guerra de Costela,Paraíba,02603036,1997-11-01,27,Protético dentário,Nunes,24054,1.77,51.5,16.4,30840,735,9,2024-03-01 11:04:36
217,maria-vitoriacavalcanti@example.com,31 8379 4616,"Viela Ester Souza, 40
Granja De Freitas
55273011 Sampaio / SP",Ribeiro das Pedras,São Paulo,28986-268,1961-06-14,64,Afiador de ferramentas,Teixeira Jesus - EI,37813,1.52,54.5,23.6,59779,826,17,2025-06-18 01:18:16
218,jade47@example.net,+55 (084) 1925 3301,"Aeroporto de Costela, 1
Aarão Reis
23545-138 da Mota de Dias / SC",Freitas de Ramos,Distrito Federal,47772-285,1981-03-30,44,Cobrador de ônibus,Silveira Moreira Ltda.,21163,1.67,66.2,23.7,50406,477,18,2022-04-30 05:57:56
219,emanuelly41@example.org,0800-599-0716,"Travessa de Castro, 63
Vila Santa Monica 1ª Seção
03471-716 Monteiro de Goiás / PR",Rocha da Prata,Amazonas,09515547,1978-06-26,47,Promotor público/de justiça,Costa - EI,12480,1.78,97.0,30.6,95706,475,11,2021-07-30 13:46:57
220,vieiraester@example.com,+55 11 0447 3871,"Campo Carolina Freitas, 825
Pindura Saia
23725832 Santos de Minas / AL",Sales,Rio Grande do Norte,40351-984,1964-06-10,61,Eletricista,da Costa Cassiano Ltda.,22514,1.75,73.8,24.1,54670,598,15,2023-07-10 01:26:14
221,laura60@example.net,+55 71 7971 4186,"Vila Nicole Sales, 32
Novo Das Industrias
92128530 Nascimento de Goiás / MA",Pereira Paulista,Rio Grande do Norte,36729-251,1992-08-25,33,Diagramador,Vasconcelos,18068,1.51,66.4,29.1,61087,607,11,2021-11-27 17:19:02
222,das-nevesdante@example.com,+55 41 5691-5541,"Viela Lívia Guerra, 91
Marieta 1ª Seção
00831-712 Castro de da Costa / AM",Fernandes,Rondônia,96863959,1965-05-10,60,Tecnólogo em navegação fluvial,da Cruz,18699,1.97,79.4,20.5,34519,310,9,2022-05-25 04:18:21
223,xoliveira@example.org,+55 61 5807-0734,"Condomínio de Viana, 46
Beija Flor
71967-269 da Mota / PB",Lima,Maranhão,72579-073,1982-07-26,43,Professor,Sousa,7477,1.7,88.2,30.5,81882,510,19,2024-10-22 04:43:22
224,nogueiramurilo@example.net,(051) 9021-6677,"Vale de Caldeira, 74
Califórnia
64864782 Siqueira / SP",Pimenta,Distrito Federal,69061018,2002-05-21,23,Biólogo,Vieira,21102,1.88,61.0,17.3,34057,337,7,2025-06-16 20:56:27
225,lorena71@example.org,+55 (071) 7856-4881,"Colônia Clara Silveira, 58
Marçola
68845831 Sá de Aragão / SP",Martins Alegre,Pará,51979-692,1994-11-21,30,Coveiro/Sepultador,da Rosa,14860,1.74,93.2,30.8,50289,359,19,2025-07-26 06:39:33
226,novaisana-liz@example.net,(041) 8242-7250,"Avenida Joaquim Montenegro, 3
Conjunto Jatoba
14242763 Nogueira Alegre / SP",Machado,Rondônia,03588-065,1953-02-27,72,Percursionista,Jesus,15717,1.78,107.3,33.9,69156,468,2,2021-01-05 16:33:03
227,sophie79@example.org,(021) 8753-9221,"Esplanada de Leão, 76
Aparecida 7ª Seção
10530592 Lopes de Nunes / PI",Cavalcanti,Tocantins,19076-753,1953-12-09,71,Enólogo,Peixoto Araújo e Filhos,3949,1.85,105.9,30.9,89363,343,18,2024-04-06 09:32:42
228,enzo23@example.net,(031) 5196-1705,"Condomínio Davi Lucca Camargo
Paraíso
83461873 Barros das Pedras / MG",da Rosa,Sergipe,95234176,2003-09-22,22,Profissional de linguística,Rios - EI,33818,1.97,94.2,24.3,37778,657,14,2022-11-23 19:46:57
229,augusto00@example.org,+55 (081) 7713 1185,"Pátio Fernanda Monteiro, 86
Andiroba
95501660 Cardoso / ES",Fernandes de Nunes,Rondônia,00120-991,1960-12-15,64,Naturólogo,Melo,44273,1.67,90.3,32.4,87456,721,8,2023-06-19 23:54:55
230,da-rosaana-sophia@example.org,+55 (084) 7080-2935,"Quadra Isaque Teixeira
Leticia
75185-420 Santos dos Dourados / RS",Silveira Verde,Maranhão,33233-847,1992-06-25,33,Maquiador,Nunes,46463,1.94,84.6,22.5,8280,431,11,2023-01-15 04:54:27
231,yago83@example.org,11 3148-2592,"Passarela Stephany Caldeira, 324
São Jorge 3ª Seção
96521768 Duarte / BA",Andrade das Pedras,São Paulo,48909563,1985-10-21,39,Jóquei,da Rocha,29438,1.94,95.0,25.2,73927,499,8,2024-08-28 08:53:19
232,beniciopereira@example.org,+55 (071) 6105 6629,"Lago Duarte, 9
Vila Petropolis
51529313 Cavalcanti de Minas / AM",Albuquerque,Maranhão,21152325,1971-07-26,54,Patinador,Casa Grande,48994,1.94,66.3,17.6,27107,566,11,2022-08-19 01:08:41
233,maria-lizsiqueira@example.org,+55 (041) 5934-4700,"Ladeira Ana Lívia da Costa, 27
Alta Tensão 2ª Seção
85705839 Silveira Grande / RO",Cavalcanti da Prata,Alagoas,44020-163,1952-01-14,73,Diretor de fotografia,Teixeira,17585,1.66,59.8,21.7,24019,446,5,2022-04-04 00:34:43
234,maria82@example.net,0300 110 5816,"Morro de Pinto, 9
Lindéia
05135-243 Câmara / TO",Albuquerque de Caldeira,Santa Catarina,87297-995,1973-11-02,51,Assessor de imprensa,Aragão - ME,43460,1.93,73.0,19.6,46144,486,3,2022-02-27 22:25:06
235,aparecidavalentim@example.org,(041) 9232-1666,"Feira Santos
Barro Preto
62627229 da Costa Alegre / SE",Pereira de Minas,São Paulo,29413518,1973-12-30,51,Aviador,Freitas,19184,1.53,61.3,26.2,11348,649,1,2025-04-03 03:59:44
236,evieira@example.net,0900 217 8445,"Fazenda Montenegro, 49
Savassi
16213274 Nogueira Verde / PI",da Costa dos Dourados,Pernambuco,44098214,1990-12-19,34,Astrônomo,Pereira S.A.,23537,1.78,117.0,36.9,13005,665,14,2024-02-25 05:33:03
237,rafaela07@example.org,(084) 6799 8429,"Largo Bianca Montenegro, 5
Chácara Leonina
77908-081 Guerra da Praia / PI",Araújo,Amapá,13106159,2005-11-18,19,Clínico geral,Albuquerque,8594,1.87,98.8,28.3,94897,816,2,2024-05-04 11:15:31
238,salesravi@example.net,51 8782 0902,"Trevo Aragão, 84
Sion
93884387 Aragão de Silva / RN",Montenegro Grande,Rondônia,67138-822,2007-04-18,18,Psicomotricista,Azevedo - ME,46161,1.79,111.8,34.9,44820,559,13,2023-08-22 22:37:55
239,isis68@example.org,+55 71 1015 7329,"Chácara Ísis Borges, 55
Vitoria
77572-950 Freitas / PB",Ramos do Amparo,Ceará,77928-981,1976-03-11,49,Faxineiro,Almeida e Filhos,30297,1.51,110.1,48.3,24590,539,10,2021-05-13 05:16:52
240,matheus47@example.org,(031) 8460-3235,"Loteamento Costela, 3
Maria Tereza
54354-884 Freitas de Barros / RN",Cavalcante,Paraíba,85951228,2000-02-29,25,Médico,Aragão,9698,1.87,80.9,23.1,79664,412,3,2023-05-29 02:03:02
241,ecavalcanti@example.net,+55 (021) 1522 6532,"Via Lucca Albuquerque, 67
Tres Marias
99116-033 Lopes do Amparo / MS",Mendes do Oeste,Pará,61982-404,1977-05-13,48,Salva-vidas,Rocha Novais e Filhos,4424,1.79,109.2,34.1,63030,814,1,2022-06-14 17:37:28
242,da-pazeduardo@example.com,(011) 7532 2721,"Parque Marcos Vinicius da Mata
Caiçaras
96014453 Ribeiro / DF",Costela,Roraima,38273421,1976-01-01,49,Administrador de banco de dados DBA,Vieira Moreira S/A,25393,1.6,72.4,28.3,10527,738,4,2020-12-29 01:07:11
243,da-pazmaya@example.net,(031) 5180-8269,"Aeroporto Raul Rodrigues, 796
Baleia
70112690 Rezende / MT",Machado,Bahia,49209-687,1958-07-08,67,Maitre,Nogueira - EI,20525,1.82,52.0,15.7,33556,520,3,2024-10-11 13:45:48
244,daparecida@example.org,+55 (041) 6233-4437,"Distrito de da Cruz, 4
Novo Glória
25150-602 Freitas de Nunes / AM",Pires,Pará,81313632,1992-12-29,32,Educador integrado à saúde pública,Cavalcante,38091,1.75,70.3,23.0,32661,440,17,2022-09-08 17:50:02
245,maria-julia42@example.org,0300 169 2482,"Vale Manuela Alves, 87
Bernadete
64024-455 Correia Paulista / GO",Aragão,Rondônia,48350-197,1978-07-13,47,Profissional de áudio,Gomes,45149,1.83,56.2,16.8,97748,354,17,2021-11-02 21:29:42
246,andradedaniela@example.com,0300-784-2840,"Viaduto de Rodrigues, 633
Solar Do Barreiro
71913360 Souza / TO",Marques,Mato Grosso do Sul,91573-713,1979-12-12,45,Auditor,Fernandes Peixoto - ME,46237,1.58,88.3,35.4,19040,303,14,2020-12-03 17:28:24
247,araujoana-livia@example.net,(081) 1048 3231,"Chácara da Rocha, 4
Bela Vitoria
86689-397 das Neves / PI",Peixoto de Minas,Paraná,98469791,1987-06-23,38,Tatuador,Gomes,34899,1.98,109.5,27.9,27358,758,3,2023-02-28 14:18:48
248,rafael22@example.net,+55 71 5996 3220,"Favela Giovanna Teixeira
São Sebastião
95038-529 Caldeira / PA",Ferreira,Amazonas,40893-430,1952-06-01,73,Engenheiro de iluminação,Santos - ME,27812,1.9,108.2,30.0,70192,467,14,2025-09-05 17:20:05
249,montenegroluiza@example.com,84 5626-3418,"Área Peixoto, 3
Vila Da Luz
62212-661 Lima / PE",Fonseca,Mato Grosso,98319-441,1984-04-19,41,Engenheiro de produto ou produção,Dias Ltda.,13362,1.99,104.8,26.5,38373,472,2,2021-04-11 00:43:33
250,sampaiopedro@example.com,(084) 6440 6031,"Distrito de Melo
Alta Tensão 2ª Seção
29103711 Vasconcelos / SP",Martins do Amparo,Roraima,53028-039,1981-04-05,44,Urologista,Pereira S.A.,44507,1.82,60.1,18.1,72582,345,5,2023-08-28 22:30:21
251,vargasravi@example.com,+55 31 2687-1878,"Núcleo Cardoso, 97
Bela Vitoria
30250-897 Cavalcanti / AP",Vieira das Flores,Amapá,62172-347,2007-09-26,18,Estilista,Silveira,36227,1.93,77.3,20.8,70240,486,1,2024-07-17 07:36:38
252,leaofernanda@example.net,(051) 2096-9543,"Residencial Moreira, 3
Vale Do Jatoba
94716-556 Silveira de da Rosa / RR",da Paz de Câmara,Amazonas,63058249,1959-08-24,66,Cenógrafo,Jesus,17509,1.91,103.1,28.3,15814,749,5,2023-07-07 14:26:31
253,ceciliabarros@example.net,+55 (071) 9206-1533,"Distrito Heloisa Azevedo, 1
Dom Joaquim
36104-014 Machado do Campo / MS",Nogueira de Monteiro,Pará,43909-950,1970-09-05,55,Cenógrafo,Martins,13722,1.62,104.2,39.7,97128,844,17,2023-07-01 17:24:51
254,manuelasousa@example.org,(084) 4039-4786,"Via Maya Pastor, 67
Jardinópolis
95005280 Caldeira / DF",Ferreira,Amapá,68725-780,1969-06-21,56,Assistente de produção,Melo - EI,24405,1.56,73.9,30.4,13226,601,20,2023-10-10 18:37:36
255,valentinavieira@example.com,+55 (071) 5326-6555,"Travessa Murilo Teixeira, 77
Lagoinha
70439-757 Brito das Flores / TO",Moreira,Tocantins,40662-224,1973-10-07,52,Pedagogo,Albuquerque Machado - EI,20660,1.85,66.7,19.5,16870,563,19,2021-12-21 02:28:26
256,icamargo@example.net,+55 (051) 1850 5507,"Alameda Freitas, 6
Suzana
61593563 Rios / RO",Santos,Espírito Santo,20208539,1988-01-20,37,Fotógrafo,Freitas,47862,1.82,107.1,32.3,78860,591,6,2024-03-22 16:24:29
257,juliana17@example.org,(021) 6055-3887,"Pátio de da Rosa, 51
Conjunto Serra Verde
56246458 Mendonça de Caldeira / TO",Casa Grande,Mato Grosso do Sul,90727195,1980-09-08,45,Maestro,Sousa S/A,17126,1.66,85.9,31.2,11337,329,0,2022-05-29 10:32:18
258,leticiaduarte@example.com,+55 (051) 2909 8077,"Rua Rael da Mota, 29
Granja Werneck
50607723 Cirino / MT",Sousa de Goiás,Amapá,79130338,1994-01-04,31,Odontologista estético,Novaes Cunha - ME,33146,1.5,94.0,41.8,48285,368,8,2025-02-07 23:04:52
259,gpeixoto@example.net,+55 (084) 4901 2977,"Condomínio Miguel Cunha, 2
Chácara Leonina
96624-911 da Paz / SC",Cavalcante Paulista,Minas Gerais,20523-406,2004-01-14,21,Geólogo,Cavalcanti,40281,1.7,79.0,27.3,32595,794,3,2024-09-27 09:11:42
260,amandacosta@example.org,0900-539-9504,"Núcleo de Ferreira, 53
Renascença
22191799 da Paz Verde / PA",Aparecida,Alagoas,92790151,1975-09-26,50,Veterinário,Silva Ribeiro S/A,41247,1.68,104.0,36.8,30379,385,1,2021-01-11 17:14:09
261,gcardoso@example.com,+55 (081) 2546-2420,"Vale Isabela Pimenta, 82
Cônego Pinheiro 1ª Seção
74304-596 Cavalcanti de Costela / RO",Cardoso de Duarte,Distrito Federal,14948316,2006-02-14,19,Empacotador,Pimenta,41359,1.96,57.8,15.0,84101,624,13,2023-02-17 01:21:01
262,manuela07@example.net,81 9147 9145,"Trecho de da Conceição, 277
Vila Santa Monica 1ª Seção
66944874 Cardoso de Monteiro / GO",Câmara,Pará,96822703,1984-04-27,41,Promotor de vendas,Rodrigues - ME,39040,1.57,118.0,47.9,5449,576,14,2021-08-14 03:27:41
263,monteirolivia@example.net,0300-430-0862,"Área Vitor Hugo da Rocha, 717
Dom Cabral
38208659 Freitas / MT",Araújo,Rio Grande do Norte,40380822,1969-11-29,55,Controller,Novais,3550,1.63,91.9,34.6,60382,421,8,2022-01-11 06:55:46
264,pimentaalicia@example.com,+55 21 5460-7401,"Viaduto da Rocha, 119
Vila Sesc
64591671 Pacheco / RO",Rios,Santa Catarina,52985-908,1962-05-06,63,Técnico em agropecuária,Moreira S.A.,9477,1.96,50.3,13.1,35994,836,2,2024-02-18 23:43:34
265,pachecoliz@example.org,+55 (051) 9964 0553,"Chácara Pereira, 2
Jardinópolis
65352872 Fogaça das Pedras / RS",Almeida,Distrito Federal,94629-084,2004-01-14,21,Reumatologista,da Cruz,35490,1.53,75.8,32.4,54030,605,20,2024-03-06 19:49:17
266,ramosfernanda@example.com,+55 31 2804-6839,"Avenida de Costa, 51
Novo São Lucas
19011-707 Peixoto de Minas / PI",Pinto Verde,Mato Grosso,75335-134,1953-12-17,71,Engenheiro agrimensor,da Conceição,20444,1.88,89.4,25.3,48971,541,11,2020-11-17 22:39:28
267,joao-pedronovais@example.com,41 5708-0582,"Morro Cavalcante, 31
São Bento
88424385 Silveira da Serra / BA",Dias,Mato Grosso do Sul,94986-688,1991-02-21,34,Empresário,Casa Grande,6562,1.57,59.4,24.1,38678,572,4,2024-01-11 17:06:05
268,maria-flor49@example.org,+55 41 8675 3150,"Chácara de Cavalcante
Colégio Batista
79207022 Pimenta / DF",Melo,Roraima,31337-319,1981-09-14,44,Promotor público/de justiça,Caldeira Cavalcanti e Filhos,21165,1.75,53.7,17.5,26820,556,10,2021-05-04 18:38:20
269,xguerra@example.com,0300 907 3029,"Núcleo Alves, 47
Vila Nova
56699974 Cassiano de Barros / SC",Pinto,Sergipe,67343314,1964-03-08,61,Empresário,Nogueira,42671,1.75,106.2,34.7,52485,708,14,2021-08-26 18:54:12
270,costagael@example.com,0800 922 8422,"Núcleo Pastor, 62
Aparecida 7ª Seção
76116-177 Teixeira do Amparo / MS",Monteiro de Novais,São Paulo,69987-962,1982-01-27,43,Neurologista,Leão,14466,1.62,66.4,25.3,94224,525,13,2022-09-26 01:19:37
271,henry-gabrielcamara@example.net,(061) 4522-0008,"Ladeira Davi Pereira
Vila Pinho
88851570 da Luz / SP",da Costa Verde,Santa Catarina,84955209,1991-10-11,34,Gerente de riscos em seguros,Sá,19997,1.91,57.0,15.6,39211,655,6,2020-10-27 03:18:49
272,gael-henriquemoraes@example.com,+55 84 3303-5053,"Vila Abreu, 2
Aeroporto
12071-600 Porto de Minas / PB",da Conceição,Bahia,93847-063,1995-11-30,29,Xilógrafo,Novaes,46635,1.84,87.6,25.9,86105,668,14,2021-07-29 18:19:26
273,cirinoaylla@example.com,+55 51 4120 3549,"Vila de Aparecida
Santa Tereza
12524-572 Silveira de Goiás / RO",Sá,Rio Grande do Norte,47388429,1960-05-03,65,Encarregado de manutenção predial,Fernandes,13878,1.8,73.1,22.6,22704,451,9,2024-11-06 22:40:23
274,nascimentocaleb@example.net,0500 345 4949,"Avenida de Silva, 8
Olhos D'água
56724442 Silveira Paulista / RO",Cavalcante das Pedras,Bahia,80255697,1962-08-12,63,Escultor,Mendonça,47589,1.73,72.5,24.2,76225,342,20,2023-04-13 10:57:12
275,da-cruzayla@example.org,0800-736-8670,"Jardim Cassiano, 85
Vila Betânia
56763250 Viana do Oeste / PB",Montenegro das Pedras,Acre,87028215,2004-06-29,21,Promotor de vendas,Teixeira S.A.,14487,1.81,88.2,26.9,57810,791,7,2023-10-22 20:59:54
276,araujopedro-henrique@example.com,+55 41 2386 5089,"Estação Castro, 2
Vila Nova
07643804 da Rosa / BA",Garcia de Correia,Distrito Federal,36105988,1967-04-19,58,Infectologista,Fonseca,45780,1.76,54.7,17.7,98762,483,4,2025-06-13 00:15:50
277,ebarbosa@example.net,0800-626-8633,"Estação Marcelo Barros, 64
Jardim Do Vale
56565877 Pimenta do Oeste / MA",Pinto,Rio de Janeiro,87618568,1968-12-04,56,Taxista,Santos S.A.,23277,1.62,92.1,35.1,83288,418,2,2023-11-23 21:58:21
278,camposemilly@example.org,41 5011 5615,"Rua Freitas, 5
Belvedere
29449-959 Vasconcelos / ES",Mendonça de Sá,Pará,55828924,1997-04-04,28,Geriatra,Silva Siqueira e Filhos,30859,1.84,83.6,24.7,9713,650,19,2022-07-07 12:05:52
279,davi-lucas38@example.net,71 2902 8897,"Viela Nascimento, 11
Vila Maria
47623675 Oliveira de Goiás / PR",Jesus,Tocantins,50665062,1993-11-28,31,Físico,Andrade Marques Ltda.,43333,1.65,113.2,41.6,54119,636,6,2024-07-19 18:24:07
280,mendesana-beatriz@example.net,(084) 9351 8521,"Residencial Campos, 54
Vale Do Jatoba
81987-490 da Rosa das Flores / RO",Rocha Paulista,Tocantins,22502-827,1989-10-31,35,Laboratorista,Jesus,36529,1.5,65.5,29.1,49226,758,2,2021-03-23 06:47:46
281,luanda-mata@example.net,+55 71 7830-5998,"Via Leandro Pereira, 98
Virgínia
49953-761 da Costa Alegre / RR",Pastor de Novaes,Rio de Janeiro,76655-039,2006-01-08,19,Endocrinologista,Porto S.A.,25133,1.72,113.1,38.2,26264,506,18,2024-02-01 21:53:33
282,lmontenegro@example.net,(011) 4717-9055,"Vereda Cecília Pastor, 7
Jardinópolis
12501-521 Costa da Serra / AP",Lima,Paraná,37830-337,1952-01-16,73,Lamboteiro,Cardoso Caldeira Ltda.,12521,1.92,92.2,25.0,98523,612,5,2021-06-13 16:37:40
283,cardosokamilly@example.com,+55 (051) 7643-7689,"Pátio Vicente da Luz, 82
Vila Jardim Leblon
85588-785 Ferreira do Oeste / SE",Leão das Flores,Rio Grande do Norte,41255-529,1979-03-19,46,Motofrete,Azevedo Rios Ltda.,4761,1.8,75.2,23.2,86441,763,13,2023-05-06 04:19:19
284,yabreu@example.net,+55 84 1369 6475,"Distrito Garcia
Santa Monica
44938-151 Rodrigues do Campo / PI",da Paz da Prata,Pernambuco,83531565,1976-10-19,49,Cartunista,Rios,38897,1.92,57.1,15.5,48786,746,13,2021-10-24 19:26:05
285,laraujo@example.org,+55 11 1727 5621,"Passarela Vinícius da Cruz, 156
Vila Santo Antônio Barroquinha
40729-831 da Luz / TO",Nunes Alegre,Mato Grosso,83203-069,1999-02-23,26,Consultor,Peixoto,14705,1.79,71.9,22.4,72368,375,9,2022-07-22 20:13:51
286,enzo-gabriel60@example.net,(084) 3267-0095,"Esplanada Ian Sampaio
Vila Ouro Minas
10315-130 Fonseca / RR",Câmara,Amapá,83540885,1953-07-07,72,Atleta de tiro com arco,Carvalho,8887,1.94,114.2,30.3,30702,707,20,2025-07-28 12:28:49
287,maria-alice61@example.com,61 9803-4156,"Viaduto de Pires
Guaratã
50238253 Rocha da Prata / MG",da Mata,São Paulo,05312-539,1962-05-22,63,Geólogo,Peixoto,29781,1.98,58.2,14.8,43839,605,11,2025-05-14 07:19:49
288,marcela54@example.org,0900 245 8025,"Vila de Gomes
Jardim Leblon
60430945 Nunes / MT",Duarte de Monteiro,Minas Gerais,92334-178,2004-04-07,21,Ecólogo,Martins,25329,1.52,109.5,47.4,37803,591,15,2023-05-05 03:51:13
289,da-luzanthony@example.org,+55 (071) 0322 2277,"Área de Marques, 48
Novo Aarão Reis
44372-707 Machado do Oeste / PR",Vasconcelos,Santa Catarina,79087-290,1995-06-02,30,Prensista,Caldeira Porto - ME,8170,1.81,109.7,33.5,40799,585,0,2023-02-01 17:56:53
290,antonellagoncalves@example.net,51 3316 7387,"Avenida Milena Pimenta, 75
Lorena
57840221 Jesus / SE",Duarte,Pará,57319659,1963-12-06,61,Gourmet,Nogueira - ME,36389,1.84,97.2,28.7,47695,418,8,2022-08-08 07:54:40
291,rochabenicio@example.com,+55 61 8618-2687,"Condomínio Henry Gabriel Sousa, 76
Vila Santa Monica 1ª Seção
47668-020 Barros / TO",Siqueira das Flores,Alagoas,96516-899,2005-11-09,19,Dublador,Rios,28830,1.97,55.5,14.3,50186,324,8,2021-07-26 09:27:09
292,moreiralivia@example.org,+55 (051) 4193-4425,"Vale Gustavo Henrique Cardoso, 866
Pirineus
86427104 Rodrigues do Galho / RO",Moura,Rondônia,45281465,2005-05-23,20,Tenista,Martins Porto Ltda.,11495,1.76,105.6,34.1,88009,444,6,2023-05-26 05:25:45
293,heitor86@example.com,(051) 4878-9143,"Rodovia de Cirino, 531
São João Batista
19300-029 da Cunha de Nogueira / PB",Pinto,Paraíba,59127-695,1985-12-09,39,Ortopedista,Correia e Filhos,10470,1.91,65.1,17.8,42405,466,18,2022-10-05 11:05:51
